,Restaurant,Cusines_all,price_for_one,location
23364,Rolls & Bowls Company,Chinese,250.0,HSR
23365,Rolls & Bowls Company,Chinese,250.0,Bommanahalli
23366,Rolls & Bowls Company,Chinese,250.0,Banashankari
23367,Rolls & Bowls Company,Chinese,250.0,Electronic City
23368,Rolls & Bowls Company,Chinese,250.0,Banaswadi
23369,Rolls & Bowls Company,Chinese,250.0,Sanjay Nagar
23370,Rolls & Bowls Company,Chinese,250.0,Whitefield
23371,Rolls & Bowls Company,Chinese,250.0,Kumaraswamy Layout
23372,Rolls & Bowls Company,Chinese,250.0,Sarjapur Road
23373,Rolls & Bowls Company,Chinese,250.0,Indiranagar
23374,Rolls & Bowls Company,Chinese,250.0,Basaveshwara Nagar
23375,Rolls & Bowls Company,Rolls,250.0,Hosur Road
23376,Rolls & Bowls Company,Rolls,250.0,Marathahalli
23377,Rolls & Bowls Company,Rolls,250.0,HSR
23378,Rolls & Bowls Company,Rolls,250.0,Bommanahalli
23379,Rolls & Bowls Company,Rolls,250.0,Banashankari
23380,Rolls & Bowls Company,Rolls,250.0,Electronic City
23381,Rolls & Bowls Company,Rolls,250.0,Banaswadi
23382,Rolls & Bowls Company,Rolls,250.0,Sanjay Nagar
23383,Rolls & Bowls Company,Rolls,250.0,Whitefield
23384,Rolls & Bowls Company,Rolls,250.0,Kumaraswamy Layout
23385,Rolls & Bowls Company,Rolls,250.0,Sarjapur Road
23386,Rolls & Bowls Company,Rolls,250.0,Indiranagar
23387,Rolls & Bowls Company,Rolls,250.0,Basaveshwara Nagar
23388,Rolls & Wraps,Rolls,150.0,Ejipura
23389,Rolls And Chicken Combos, Chinese,250.0,Shanti Nagar
23390,Rolls And Chicken Combos, Rolls,250.0,Shanti Nagar
23391,Rolls And Chicken Combos,North Indian,250.0,Shanti Nagar
23392,Rolls And Smoothies Adda, Beverages,200.0,Electronic City
23393,Rolls And Smoothies Adda, Shake,200.0,Electronic City
23394,Rolls And Smoothies Adda,Rolls,200.0,Electronic City
23395,Rolls First, Fast Food,200.0,Marathahalli
23396,Rolls First, Mughlai,200.0,Marathahalli
23397,Rolls First, North Indian,200.0,Marathahalli
23398,Rolls First, Sichuan,200.0,Marathahalli
23399,Rolls First,Rolls,200.0,Marathahalli
23400,Rolls Kitchen, Beverages,108.33333333333333,Rajajinagar
23401,Rolls Kitchen, Beverages,108.33333333333333,Yeshwantpur
23402,Rolls Kitchen, Beverages,108.33333333333333,Langford Town
23403,Rolls Kitchen, Chinese,108.33333333333333,Rajajinagar
23404,Rolls Kitchen, Chinese,108.33333333333333,Yeshwantpur
23405,Rolls Kitchen, Chinese,108.33333333333333,Langford Town
23406,Rolls Kitchen, Fast Food,108.33333333333333,Rajajinagar
23407,Rolls Kitchen, Fast Food,108.33333333333333,Yeshwantpur
23408,Rolls Kitchen, Fast Food,108.33333333333333,Langford Town
23409,Rolls Kitchen, Rolls,108.33333333333333,Rajajinagar
23410,Rolls Kitchen, Rolls,108.33333333333333,Yeshwantpur
23411,Rolls Kitchen, Rolls,108.33333333333333,Langford Town
23412,Rolls Kitchen,Fast Food,108.33333333333333,Rajajinagar
23413,Rolls Kitchen,Fast Food,108.33333333333333,Yeshwantpur
23414,Rolls Kitchen,Fast Food,108.33333333333333,Langford Town
23415,Rolls Kitchen,Rolls,108.33333333333333,Rajajinagar
23416,Rolls Kitchen,Rolls,108.33333333333333,Yeshwantpur
23417,Rolls Kitchen,Rolls,108.33333333333333,Langford Town
23418,Rolls Mania,Rolls,150.0,Bannerghatta Road
23419,Rolls N Snacks, Beverages,100.0,Vijay Nagar
23420,Rolls N Snacks, Burger,100.0,Vijay Nagar
23421,Rolls N Snacks, Fast Food,100.0,Vijay Nagar
23422,Rolls N Snacks, Pizza,100.0,Vijay Nagar
23423,Rolls N Snacks, Sandwich,100.0,Vijay Nagar
23424,Rolls N Snacks, Shake,100.0,Vijay Nagar
23425,Rolls N Snacks,Street Food,100.0,Vijay Nagar
23426,Rolls N Toasters, Fast Food,150.0,HBR Layout
23427,Rolls N Toasters, Pizza,150.0,HBR Layout
23428,Rolls N Toasters, Sandwich,150.0,HBR Layout
23429,Rolls N Toasters,Rolls,150.0,HBR Layout
23430,Rolls On Wheels, Chinese,150.0,HSR
23431,Rolls On Wheels, Chinese,150.0,Cunningham Road
23432,Rolls On Wheels, Chinese,150.0,Jayanagar
23433,Rolls On Wheels, Chinese,150.0,Sarjapur Road
23434,Rolls On Wheels, Chinese,150.0,RT Nagar
23435,Rolls On Wheels, Chinese,150.0,JP Nagar
23436,Rolls On Wheels, Chinese,150.0,Indiranagar
23437,Rolls On Wheels, Chinese,150.0,Nagarbhavi
23438,Rolls On Wheels, Chinese,150.0,Whitefield
23439,Rolls On Wheels, Chinese,150.0,Basavanagudi
23440,Rolls On Wheels, Fast Food,150.0,HSR
23441,Rolls On Wheels, Fast Food,150.0,Cunningham Road
23442,Rolls On Wheels, Fast Food,150.0,Jayanagar
23443,Rolls On Wheels, Fast Food,150.0,Sarjapur Road
23444,Rolls On Wheels, Fast Food,150.0,RT Nagar
23445,Rolls On Wheels, Fast Food,150.0,JP Nagar
23446,Rolls On Wheels, Fast Food,150.0,Indiranagar
23447,Rolls On Wheels, Fast Food,150.0,Nagarbhavi
23448,Rolls On Wheels, Fast Food,150.0,Whitefield
23449,Rolls On Wheels, Fast Food,150.0,Basavanagudi
23450,Rolls On Wheels,Rolls,150.0,HSR
23451,Rolls On Wheels,Rolls,150.0,Cunningham Road
23452,Rolls On Wheels,Rolls,150.0,Jayanagar
23453,Rolls On Wheels,Rolls,150.0,Sarjapur Road
23454,Rolls On Wheels,Rolls,150.0,RT Nagar
23455,Rolls On Wheels,Rolls,150.0,JP Nagar
23456,Rolls On Wheels,Rolls,150.0,Indiranagar
23457,Rolls On Wheels,Rolls,150.0,Nagarbhavi
23458,Rolls On Wheels,Rolls,150.0,Whitefield
23459,Rolls On Wheels,Rolls,150.0,Basavanagudi
23460,Rolls Plaza, Chinese,150.0,Marathahalli
23461,Rolls Plaza, Rolls,150.0,Marathahalli
23462,Rolls Plaza, Sichuan,150.0,Marathahalli
23463,Rolls Plaza,Biryani,150.0,Marathahalli
23464,RollsKing, Fast Food,200.0,Brookefield
23465,RollsKing, Fast Food,200.0,Sarjapur Road
23466,RollsKing, Fast Food,200.0,Bommasandra
23467,RollsKing, Fast Food,200.0,BTM
23468,RollsKing, Fast Food,200.0,Banaswadi
23469,RollsKing, North Indian,200.0,Brookefield
23470,RollsKing, North Indian,200.0,Sarjapur Road
23471,RollsKing, North Indian,200.0,Bommasandra
23472,RollsKing, North Indian,200.0,BTM
23473,RollsKing, North Indian,200.0,Banaswadi
23474,RollsKing,Rolls,200.0,Brookefield
23475,RollsKing,Rolls,200.0,Sarjapur Road
23476,RollsKing,Rolls,200.0,Bommasandra
23477,RollsKing,Rolls,200.0,BTM
23478,RollsKing,Rolls,200.0,Banaswadi
23479,Rollsking, Fast Food,200.0,New BEL Road
23480,Rollsking, North Indian,200.0,New BEL Road
23481,Rollsking,Rolls,200.0,New BEL Road
23482,Romeo Lassi Shop, Desserts,150.0,Shivajinagar
23483,Romeo Lassi Shop, Fast Food,150.0,Shivajinagar
23484,Romeo Lassi Shop, Ice Cream,150.0,Shivajinagar
23485,Romeo Lassi Shop, Sandwich,150.0,Shivajinagar
23486,Romeo Lassi Shop,Beverages,150.0,Shivajinagar
23487,Rooftop Cafe, Beverages,200.0,Jayanagar
23488,Rooftop Cafe, Chinese,200.0,Jayanagar
23489,Rooftop Cafe, Coffee,200.0,Jayanagar
23490,Rooftop Cafe, Fast Food,200.0,Jayanagar
23491,Rooftop Cafe,Pizza,200.0,Jayanagar
23492,Roopa's Home Made Food,North Indian,100.0,Electronic City
23493,Roostys Hub, South Indian,150.0,Electronic City
23494,Roostys Hub,Arabian,150.0,Electronic City
23495,Roots, Beverages,650.0,Koramangala 1st Block
23496,Roots, Chinese,650.0,Koramangala 1st Block
23497,Roots, Continental,650.0,Koramangala 1st Block
23498,Roots, Mangalorean,650.0,Koramangala 1st Block
23499,Roots, South Indian,650.0,Koramangala 1st Block
23500,Roots,North Indian,650.0,Koramangala 1st Block
23501,Rosy Roti, Rolls,200.0,Sahakara Nagar
23502,Rosy Roti, Rolls,200.0,Domlur
23503,Rosy Roti,North Indian,200.0,Sahakara Nagar
23504,Rosy Roti,North Indian,200.0,Domlur
23505,Roti Curry & Co, Desserts,250.0,Electronic City
23506,Roti Curry & Co, Desserts,250.0,Ulsoor
23507,Roti Curry & Co, Desserts,250.0,BTM
23508,Roti Curry & Co, Desserts,250.0,RT Nagar
23509,Roti Curry & Co, Desserts,250.0,Hosur Road
23510,Roti Curry & Co,North Indian,250.0,Electronic City
23511,Roti Curry & Co,North Indian,250.0,Ulsoor
23512,Roti Curry & Co,North Indian,250.0,BTM
23513,Roti Curry & Co,North Indian,250.0,RT Nagar
23514,Roti Curry & Co,North Indian,250.0,Hosur Road
23515,Roti Ghar, Beverages,150.0,Basavanagudi
23516,Roti Ghar, Chinese,150.0,Basavanagudi
23517,Roti Ghar, Desserts,150.0,Basavanagudi
23518,Roti Ghar, Fast Food,150.0,Basavanagudi
23519,Roti Ghar, Shake,150.0,Basavanagudi
23520,Roti Ghar, South Indian,150.0,Basavanagudi
23521,Roti Ghar, Street Food,150.0,Basavanagudi
23522,Roti Ghar,North Indian,150.0,Basavanagudi
23523,Roti Sabji.Com, Beverages,150.0,BTM
23524,Roti Sabji.Com, Rajasthani,150.0,BTM
23525,Roti Sabji.Com, Shake,150.0,BTM
23526,Roti Sabji.Com,North Indian,150.0,BTM
23527,Roti Wala. Com, Desserts,150.0,BTM
23528,Roti Wala. Com, Healthy Food,150.0,BTM
23529,Roti Wala. Com, Street Food,150.0,BTM
23530,Roti Wala. Com,North Indian,150.0,BTM
23531,Rotti Angade, Tamil,50.0,Rajarajeshwari Nagar
23532,Rotti Angade,South Indian,50.0,Rajarajeshwari Nagar
23533,Rotti Mane,South Indian,75.0,Basaveshwara Nagar
23534,Rotti Mane,South Indian,75.0,Jayanagar
23535,Rotti Walla, Beverages,150.0,Banaswadi
23536,Rotti Walla, Beverages,150.0,Indiranagar
23537,Rotti Walla, Biryani,150.0,Banaswadi
23538,Rotti Walla, Biryani,150.0,Indiranagar
23539,Rotti Walla, Chinese,150.0,Banaswadi
23540,Rotti Walla, Chinese,150.0,Indiranagar
23541,Rotti Walla, Desserts,150.0,Banaswadi
23542,Rotti Walla, Desserts,150.0,Indiranagar
23543,Rotti Walla, Fast Food,150.0,Banaswadi
23544,Rotti Walla, Fast Food,150.0,Indiranagar
23545,Rotti Walla, Mughlai,150.0,Banaswadi
23546,Rotti Walla, Mughlai,150.0,Indiranagar
23547,Rotti Walla, Shake,150.0,Banaswadi
23548,Rotti Walla, Shake,150.0,Indiranagar
23549,Rotti Walla, South Indian,150.0,Banaswadi
23550,Rotti Walla, South Indian,150.0,Indiranagar
23551,Rotti Walla,North Indian,150.0,Banaswadi
23552,Rotti Walla,North Indian,150.0,Indiranagar
23553,Roy Hotel & Restaurant, North Indian,150.0,Yeshwantpur
23554,Roy Hotel & Restaurant,Bengali,150.0,Yeshwantpur
23555,Royal Biriyani House, Biryani,400.0,Kaggadasapura
23556,Royal Biriyani House, Chinese,400.0,Kaggadasapura
23557,Royal Biriyani House, South Indian,400.0,Kaggadasapura
23558,Royal Biriyani House,North Indian,400.0,Kaggadasapura
23559,Royal Biryani Kitchen, Beverages,150.0,BTM
23560,Royal Biryani Kitchen, Fast Food,150.0,BTM
23561,Royal Biryani Kitchen, Mughlai,150.0,BTM
23562,Royal Biryani Kitchen, North Indian,150.0,BTM
23563,Royal Biryani Kitchen, Sichuan,150.0,BTM
23564,Royal Biryani Kitchen,Biryani,150.0,BTM
23565,Royal Chinese Foods, Sichuan,200.0,RT Nagar
23566,Royal Chinese Foods, South Indian,200.0,RT Nagar
23567,Royal Chinese Foods,Chinese,200.0,RT Nagar
23568,Royal Chowpatty, North Indian,50.0,Electronic City
23569,Royal Chowpatty,Street Food,50.0,Electronic City
23570,Royal County, Chinese,275.0,Bommanahalli
23571,Royal County, Mughlai,275.0,Bommanahalli
23572,Royal County, North Indian,275.0,Bommanahalli
23573,Royal County, Seafood,275.0,Bommanahalli
23574,Royal County, Sichuan,275.0,Bommanahalli
23575,Royal County,Biryani,275.0,Bommanahalli
23576,Royal Cripsy Burger, Beverages,175.0,Rajajinagar
23577,Royal Cripsy Burger, Burger,175.0,Rajajinagar
23578,Royal Cripsy Burger, Pizza,175.0,Rajajinagar
23579,Royal Cripsy Burger, Sandwich,175.0,Rajajinagar
23580,Royal Cripsy Burger, Shake,175.0,Rajajinagar
23581,Royal Cripsy Burger,Fast Food,175.0,Rajajinagar
23582,Royal Daawat, Fast Food,200.0,Hennur
23583,Royal Daawat, Kebab,200.0,Hennur
23584,Royal Daawat,Biryani,200.0,Hennur
23585,Royal Donne Biryani,Biryani,200.0,HBR Layout
23586,Royal Foods, Sichuan,150.0,RT Nagar
23587,Royal Foods,Chinese,150.0,RT Nagar
23588,Royal Garden Family Restaurant, Biryani,200.0,Peenya
23589,Royal Garden Family Restaurant, Mughlai,200.0,Peenya
23590,Royal Garden Family Restaurant, North Indian,200.0,Peenya
23591,Royal Garden Family Restaurant,Chinese,200.0,Peenya
23592,Royal Indraprastha, Beverages,375.0,Rajarajeshwari Nagar
23593,Royal Indraprastha, Chinese,375.0,Rajarajeshwari Nagar
23594,Royal Indraprastha, Desserts,375.0,Rajarajeshwari Nagar
23595,Royal Indraprastha, Street Food,375.0,Rajarajeshwari Nagar
23596,Royal Indraprastha,North Indian,375.0,Rajarajeshwari Nagar
23597,Royal Lunch Home, Chinese,100.0,Koramangala 2nd Block
23598,Royal Lunch Home, Kebab,100.0,Koramangala 2nd Block
23599,Royal Lunch Home, North Indian,100.0,Koramangala 2nd Block
23600,Royal Lunch Home, Street Food,100.0,Koramangala 2nd Block
23601,Royal Lunch Home,Biryani,100.0,Koramangala 2nd Block
23602,Royal Paradise, Beverages,200.0,New BEL Road
23603,Royal Paradise, Biryani,200.0,New BEL Road
23604,Royal Paradise, Mughlai,200.0,New BEL Road
23605,Royal Paradise, North Indian,200.0,New BEL Road
23606,Royal Paradise, South Indian,200.0,New BEL Road
23607,Royal Paradise,Rolls,200.0,New BEL Road
23608,Royal Restaurant, Chinese,100.0,Shivajinagar
23609,Royal Restaurant, Sichuan,100.0,Shivajinagar
23610,Royal Restaurant,North Indian,100.0,Shivajinagar
23611,Royal Rupees, Chinese,225.0,New BEL Road
23612,Royal Rupees, Mughlai,225.0,New BEL Road
23613,Royal Rupees, North Indian,225.0,New BEL Road
23614,Royal Rupees, Street Food,225.0,New BEL Road
23615,Royal Rupees,Fast Food,225.0,New BEL Road
23616,Royal Shaadi Biryani, BBQ,150.0,Nagawara
23617,Royal Shaadi Biryani,Biryani,150.0,Nagawara
23618,Royal Treat, Biryani,200.0,Koramangala 5th Block
23619,Royal Treat, Chinese,200.0,Koramangala 5th Block
23620,Royal Treat,North Indian,200.0,Koramangala 5th Block
23621,Royale Dine, Beverages,300.0,Sarjapur Road
23622,Royale Dine, Biryani,300.0,Sarjapur Road
23623,Royale Dine, Chinese,300.0,Sarjapur Road
23624,Royale Dine, Mughlai,300.0,Sarjapur Road
23625,Royale Dine, Rolls,300.0,Sarjapur Road
23626,Royale Dine, Seafood,300.0,Sarjapur Road
23627,Royale Dine, Sichuan,300.0,Sarjapur Road
23628,Royale Dine,North Indian,300.0,Sarjapur Road
23629,Royale Rolls, Desserts,200.0,BTM
23630,Royale Rolls, North Indian,200.0,BTM
23631,Royale Rolls,Rolls,200.0,BTM
23632,Ruchi Curry Point, Biryani,100.0,HBR Layout
23633,Ruchi Curry Point,North Indian,100.0,HBR Layout
23634,Ruchi Sagar, Beverages,150.0,Electronic City
23635,Ruchi Sagar, Chinese,150.0,Electronic City
23636,Ruchi Sagar, Ice Cream,150.0,Electronic City
23637,Ruchi Sagar, North Indian,150.0,Electronic City
23638,Ruchi Sagar, Street Food,150.0,Electronic City
23639,Ruchi Sagar,South Indian,150.0,Electronic City
23640,Ruchi's Point, Chinese,150.0,Banashankari
23641,Ruchi's Point, Momos,150.0,Banashankari
23642,Ruchi's Point, Sichuan,150.0,Banashankari
23643,Ruchi's Point,Fast Food,150.0,Banashankari
23644,Ruchira, Chinese,200.0,Whitefield
23645,Ruchira, North Indian,200.0,Whitefield
23646,Ruchira,Bengali,200.0,Whitefield
23647,Rumi, Desserts,450.0,Indiranagar
23648,Rumi, Kebab,450.0,Indiranagar
23649,Rumi, Mughlai,450.0,Indiranagar
23650,Rumi, North Indian,450.0,Indiranagar
23651,Rumi,Awadhi,450.0,Indiranagar
23652,Ruposhi Bangla, Chinese,200.0,Electronic City
23653,Ruposhi Bangla, Chinese,200.0,Electronic City
23654,Ruposhi Bangla, Fast Food,200.0,Electronic City
23655,Ruposhi Bangla, Fast Food,200.0,Electronic City
23656,Ruposhi Bangla, North Indian,200.0,Electronic City
23657,Ruposhi Bangla, North Indian,200.0,Electronic City
23658,Ruposhi Bangla, Seafood,200.0,Electronic City
23659,Ruposhi Bangla, Seafood,200.0,Electronic City
23660,Ruposhi Bangla,Bengali,200.0,Electronic City
23661,Ruposhi Bangla,Bengali,200.0,Electronic City
23662,Rusbury Fresh Sweets And Savouries, North Indian,100.0,Bellandur
23663,Rusbury Fresh Sweets And Savouries, North Indian,100.0,Whitefield
23664,Rusbury Fresh Sweets And Savouries, North Indian,100.0,Bommanahalli
23665,Rusbury Fresh Sweets And Savouries, Street Food,100.0,Bellandur
23666,Rusbury Fresh Sweets And Savouries, Street Food,100.0,Whitefield
23667,Rusbury Fresh Sweets And Savouries, Street Food,100.0,Bommanahalli
23668,Rusbury Fresh Sweets And Savouries,Mithai,100.0,Bellandur
23669,Rusbury Fresh Sweets And Savouries,Mithai,100.0,Whitefield
23670,Rusbury Fresh Sweets And Savouries,Mithai,100.0,Bommanahalli
23671,S G Rao’s Military Hotel, Biryani,200.0,Majestic
23672,S G Rao’s Military Hotel,South Indian,200.0,Majestic
23673,S M K Cake House & Sweets, Desserts,100.0,HSR
23674,S M K Cake House & Sweets,Bakery,100.0,HSR
23675,S M Sea Fishes, Kebab,200.0,RT Nagar
23676,S M Sea Fishes,Fast Food,200.0,RT Nagar
23677,S M Shawarma Hut, Fast Food,100.0,BTM
23678,S M Shawarma Hut, Shawarma,100.0,BTM
23679,S M Shawarma Hut,Arabian,100.0,BTM
23680,S M V Snacks Corner, Desserts,100.0,Basavanagudi
23681,S M V Snacks Corner, Ice Cream,100.0,Basavanagudi
23682,S M V Snacks Corner, Sichuan,100.0,Basavanagudi
23683,S M V Snacks Corner, Street Food,100.0,Basavanagudi
23684,S M V Snacks Corner,Fast Food,100.0,Basavanagudi
23685,S N Refreshments,South Indian,50.0,JP Nagar
23686,S Square Family Restaurant, Beverages,400.0,Bannerghatta Road
23687,S Square Family Restaurant, Biryani,400.0,Bannerghatta Road
23688,S Square Family Restaurant, Chinese,400.0,Bannerghatta Road
23689,S Square Family Restaurant, Kerala,400.0,Bannerghatta Road
23690,S Square Family Restaurant, North Indian,400.0,Bannerghatta Road
23691,S Square Family Restaurant, Seafood,400.0,Bannerghatta Road
23692,S Square Family Restaurant, Shake,400.0,Bannerghatta Road
23693,S Square Family Restaurant,South Indian,400.0,Bannerghatta Road
23694,S'Mack, Desserts,150.0,Electronic City
23695,S'Mack,Fast Food,150.0,Electronic City
23696,S. Vishal Hot Chips, Fast Food,50.0,Nagawara
23697,S. Vishal Hot Chips,Street Food,50.0,Nagawara
23698,S.B.S. Halli Mane Hotel, Chinese,200.0,Bannerghatta Road
23699,S.B.S. Halli Mane Hotel,South Indian,200.0,Bannerghatta Road
23700,S.M.S.Evening Fast Food, Chinese,150.0,Varthur Main Road
23701,S.M.S.Evening Fast Food, North Indian,150.0,Varthur Main Road
23702,S.M.S.Evening Fast Food, Sichuan,150.0,Varthur Main Road
23703,S.M.S.Evening Fast Food,Hyderabadi,150.0,Varthur Main Road
23704,SFC Garden & Restaurant, Biryani,200.0,Bommasandra
23705,SFC Garden & Restaurant, Chinese,200.0,Bommasandra
23706,SFC Garden & Restaurant,North Indian,200.0,Bommasandra
23707,SFC Kabab Corner, Mughlai,175.0,Bommasandra
23708,SFC Kabab Corner, North Indian,175.0,Bommasandra
23709,SFC Kabab Corner,Chinese,175.0,Bommasandra
23710,SGM's Place, Beverages,100.0,Electronic City
23711,SGM's Place, North Indian,100.0,Electronic City
23712,SGM's Place,Chinese,100.0,Electronic City
23713,SGS Non Veg - Gundu Pulav, Kebab,250.0,Jayanagar
23714,SGS Non Veg - Gundu Pulav, Kebab,250.0,City Market
23715,SGS Non Veg - Gundu Pulav, Kebab,250.0,Marathahalli
23716,SGS Non Veg - Gundu Pulav, Kebab,250.0,Banashankari
23717,SGS Non Veg - Gundu Pulav,South Indian,250.0,Jayanagar
23718,SGS Non Veg - Gundu Pulav,South Indian,250.0,City Market
23719,SGS Non Veg - Gundu Pulav,South Indian,250.0,Marathahalli
23720,SGS Non Veg - Gundu Pulav,South Indian,250.0,Banashankari
23721,SGS Non Veg Gundu Palav, Chinese,175.0,Electronic City
23722,SGS Non Veg Gundu Palav, Chinese,175.0,Hennur
23723,SGS Non Veg Gundu Palav, Kebab,175.0,Electronic City
23724,SGS Non Veg Gundu Palav, Kebab,175.0,Hennur
23725,SGS Non Veg Gundu Palav,Biryani,175.0,Electronic City
23726,SGS Non Veg Gundu Palav,Biryani,175.0,Hennur
23727,SGS Non Veg Gundu Palav,South Indian,175.0,Electronic City
23728,SGS Non Veg Gundu Palav,South Indian,175.0,Hennur
23729,SK Biryani Kitchen,Biryani,150.0,KR Puram
23730,SKS Cafe,South Indian,100.0,BTM
23731,SL Vadapav, Fast Food,50.0,Jayanagar
23732,SL Vadapav,Street Food,50.0,Jayanagar
23733,SLAY Coffee,Coffee,200.0,Kammanahalli
23734,SLAY Coffee,Coffee,200.0,Koramangala 1st Block
23735,SLAY Coffee,Coffee,200.0,Bommasandra
23736,SLAY Coffee,Coffee,200.0,Sarjapur Road
23737,SLAY Coffee,Coffee,200.0,Basavanagudi
23738,SLAY Coffee,Coffee,200.0,Bellandur
23739,SLAY Coffee,Coffee,200.0,New BEL Road
23740,SLAY Coffee,Coffee,200.0,Shanti Nagar
23741,SLAY Coffee,Coffee,200.0,Marathahalli
23742,SLAY Coffee,Coffee,200.0,Whitefield
23743,SLAY Coffee,Coffee,200.0,Old Airport Road
23744,SLAY Coffee,Coffee,200.0,Bannerghatta Road
23745,SLAY Coffee,Coffee,200.0,Indiranagar
23746,SLAY Coffee Bar,Coffee,175.0,HSR
23747,SLV Corner Restaurant, Beverages,400.0,153 Biere Street
23748,SLV Corner Restaurant, Chinese,400.0,153 Biere Street
23749,SLV Corner Restaurant, Desserts,400.0,153 Biere Street
23750,SLV Corner Restaurant, North Indian,400.0,153 Biere Street
23751,SLV Corner Restaurant, Street Food,400.0,153 Biere Street
23752,SLV Corner Restaurant,South Indian,400.0,153 Biere Street
23753,SLV Food Corner,South Indian,75.0,Marathahalli
23754,SLV Iyengar Bakery, Street Food,50.0,JP Nagar
23755,SLV Iyengar Bakery,Bakery,50.0,JP Nagar
23756,SLV Juice And Chat Center, Beverages,50.0,Vijay Nagar
23757,SLV Juice And Chat Center,Street Food,50.0,Vijay Nagar
23758,SLV Kitchen, Chinese,200.0,JP Nagar
23759,SLV Kitchen, Ice Cream,200.0,JP Nagar
23760,SLV Kitchen,North Indian,200.0,JP Nagar
23761,SLV Ragigudda, Chinese,200.0,Jayanagar
23762,SLV Ragigudda, North Indian,200.0,Jayanagar
23763,SLV Ragigudda, Street Food,200.0,Jayanagar
23764,SLV Ragigudda,South Indian,200.0,Jayanagar
23765,SLV Reddy Military Hotel, North Indian,175.0,JP Nagar
23766,SLV Reddy Military Hotel, South Indian,175.0,JP Nagar
23767,SLV Reddy Military Hotel,Biryani,175.0,JP Nagar
23768,SLV Refreshments, Beverages,100.0,Kumaraswamy Layout
23769,SLV Refreshments, Fast Food,100.0,Kumaraswamy Layout
23770,SLV Refreshments,South Indian,100.0,Kumaraswamy Layout
23771,SLV Tiffin Center,South Indian,50.0,JP Nagar
23772,SM Food Court, Chinese,200.0,Electronic City
23773,SM Food Court, North Indian,200.0,Electronic City
23774,SM Food Court,Mughlai,200.0,Electronic City
23775,SNS Bangarpet Chats, Street Food,100.0,New BEL Road
23776,SNS Bangarpet Chats,Fast Food,100.0,New BEL Road
23777,SRR Ambur Dum Biryani, South Indian,100.0,Bommasandra
23778,SRR Ambur Dum Biryani,Biryani,100.0,Bommasandra
23779,SS Cream Corner, Beverages,100.0,Kalyan Nagar
23780,SS Cream Corner, Desserts,100.0,Kalyan Nagar
23781,SS Cream Corner,Ice Cream,100.0,Kalyan Nagar
23782,SS Family Resturant, Biryani,250.0,Rammurthy Nagar
23783,SS Family Resturant, North Indian,250.0,Rammurthy Nagar
23784,SS Family Resturant,Chinese,250.0,Rammurthy Nagar
23785,SS Hot Dum Briyani Point, Beverages,200.0,BTM
23786,SS Hot Dum Briyani Point, Chinese,200.0,BTM
23787,SS Hot Dum Briyani Point, Desserts,200.0,BTM
23788,SS Hot Dum Briyani Point,North Indian,200.0,BTM
23789,SSR Hotel, Biryani,250.0,Brookefield
23790,SSR Hotel, Chinese,250.0,Brookefield
23791,SSR Hotel, North Indian,250.0,Brookefield
23792,SSR Hotel, South Indian,250.0,Brookefield
23793,SSR Hotel,Fast Food,250.0,Brookefield
23794,SV Idli House,South Indian,50.0,Kaggadasapura
23795,Saanvika Foods, Beverages,150.0,Brookefield
23796,Saanvika Foods, Desserts,150.0,Brookefield
23797,Saanvika Foods, Ice Cream,150.0,Brookefield
23798,Saanvika Foods, Sandwich,150.0,Brookefield
23799,Saanvika Foods, Shake,150.0,Brookefield
23800,Saanvika Foods, Waffle,150.0,Brookefield
23801,Saanvika Foods,Burger,150.0,Brookefield
23802,Saapad Raman, Andhra,175.0,Kammanahalli
23803,Saapad Raman, Andhra,175.0,Thippasandra
23804,Saapad Raman, Biryani,175.0,Kammanahalli
23805,Saapad Raman, Biryani,175.0,Thippasandra
23806,Saapad Raman, Chettinad,175.0,Kammanahalli
23807,Saapad Raman, Chettinad,175.0,Thippasandra
23808,Saapad Raman,South Indian,175.0,Kammanahalli
23809,Saapad Raman,South Indian,175.0,Thippasandra
23810,Saarangi Fine Dining, Beverages,450.0,The Royal Comfort
23811,Saarangi Fine Dining, Chinese,450.0,The Royal Comfort
23812,Saarangi Fine Dining, Desserts,450.0,The Royal Comfort
23813,Saarangi Fine Dining, Fast Food,450.0,The Royal Comfort
23814,Saarangi Fine Dining, Italian,450.0,The Royal Comfort
23815,Saarangi Fine Dining, North Indian,450.0,The Royal Comfort
23816,Saarangi Fine Dining,South Indian,450.0,The Royal Comfort
23817,Sabari Juice Junction, Juices,100.0,Jeevan Bhima Nagar
23818,Sabari Juice Junction, Sandwich,100.0,Jeevan Bhima Nagar
23819,Sabari Juice Junction, Shake,100.0,Jeevan Bhima Nagar
23820,Sabari Juice Junction,Beverages,100.0,Jeevan Bhima Nagar
23821,Sabroso, Kebab,200.0,New BEL Road
23822,Sabroso, Shake,200.0,New BEL Road
23823,Sabroso, Wraps,200.0,New BEL Road
23824,Sabroso,Burger,200.0,New BEL Road
23825,Sabzi Aur Roti,North Indian,237.5,Whitefield
23826,Sabzi Aur Roti,North Indian,237.5,Rajajinagar
23827,Sabzi Aur Roti,North Indian,237.5,BTM
23828,Sabzi Aur Roti,North Indian,237.5,Bommanahalli
23829,Sachi Bakery Sweets And Chats, Bakery,50.0,Uttarahalli
23830,Sachi Bakery Sweets And Chats, Fast Food,50.0,Uttarahalli
