,Restaurant,Cusines_all,price_for_one,location
0,100% EGG.Com,Fast Food,100.0,New BEL Road
1,1522 - The Pub, Beverages,720.0,Malleshwaram
2,1522 - The Pub, Beverages,720.0,Residency Road
3,1522 - Th
e Pub, Beverages,720.0,New BEL Road
4,1522 - The Pub, Beverages,720.0,JP Nagar
5,1522 - The Pub, Beverages,720.0,Rajarajeshwari Nagar
6,1522 - The Pub, Chinese,720.0,Malleshwaram
7,1522 - The Pub, Chinese,720.0,Residency Road
8,1522 - The Pub, Chinese,720.0,New BEL Road
9,1522 - The Pub, Chinese,720.0,JP Nagar
10,1522 - The Pub, Chinese,720.0,Rajarajeshwari Nagar
11,1522 - The Pub, Continental,720.0,Malleshwaram
12,1522 - The Pub, Continental,720.0,Residency Road
13,1522 - The Pub, Continental,720.0,New BEL Road
14,1522 - The Pub, Continental,720.0,JP Nagar
15,1522 - The Pub, Continental,720.0,Rajarajeshwari Nagar
16,1522 - The Pub, Finger Food,720.0,Malleshwaram
17,1522 - The Pub, Finger Food,720.0,Residency Road
18,1522 - The Pub, Finger Food,720.0,New BEL Road
19,1522 - The Pub, Finger Food,720.0,JP Nagar
20,1522 - The Pub, Finger Food,720.0,Rajarajeshwari Nagar
21,1522 - The Pub, Mughlai,720.0,Malleshwaram
22,1522 - The Pub, Mughlai,720.0,Residency Road
23,1522 - The Pub, Mughlai,720.0,New BEL Road
24,1522 - The Pub, Mughlai,720.0,JP Nagar
25,1522 - The Pub, Mughlai,720.0,Rajarajeshwari Nagar
26,1522 - The Pub, North Indian,720.0,Malleshwaram
27,1522 - The Pub, North Indian,720.0,Residency Road
28,1522 - The Pub, North Indian,720.0,New BEL Road
29,1522 - The Pub, North Indian,720.0,JP Nagar
30,1522 - The Pub, North Indian,720.0,Rajarajeshwari Nagar
31,1522 - The Pub, Salad,720.0,Malleshwaram
32,1522 - The Pub, Salad,720.0,Residency Road
33,1522 - The Pub, Salad,720.0,New BEL Road
34,1522 - The Pub, Salad,720.0,JP Nagar
35,1522 - The Pub, Salad,720.0,Rajarajeshwari Nagar
36,1522 - The Pub, Seafood,720.0,Malleshwaram
37,1522 - The Pub, Seafood,720.0,Residency Road
38,1522 - The Pub, Seafood,720.0,New BEL Road
39,1522 - The Pub, Seafood,720.0,JP Nagar
40,1522 - The Pub, Seafood,720.0,Rajarajeshwari Nagar
41,1522 - The Pub, South Indian,720.0,Malleshwaram
42,1522 - The Pub, South Indian,720.0,Residency Road
43,1522 - The Pub, South Indian,720.0,New BEL Road
44,1522 - The Pub, South Indian,720.0,JP Nagar
45,1522 - The Pub, South Indian,720.0,Rajarajeshwari Nagar
46,1522 - The Pub,Bar Food,720.0,Malleshwaram
47,1522 - The Pub,Bar Food,720.0,Residency Road
48,1522 - The Pub,Bar Food,720.0,New BEL Road
49,1522 - The Pub,Bar Food,720.0,JP Nagar
50,1522 - The Pub,Bar Food,720.0,Rajarajeshwari Nagar
51,1522 - The Pub,Chinese,720.0,Malleshwaram
52,1522 - The Pub,Chinese,720.0,Residency Road
53,1522 - The Pub,Chinese,720.0,New BEL Road
54,1522 - The Pub,Chinese,720.0,JP Nagar
55,1522 - The Pub,Chinese,720.0,Rajarajeshwari Nagar
56,154 Breakfast Club, Beverages,450.0,Koramangala 4th Block
57,154 Breakfast Club, Burger,450.0,Koramangala 4th Block
58,154 Breakfast Club, Continental,450.0,Koramangala 4th Block
59,154 Breakfast Club, Desserts,450.0,Koramangala 4th Block
60,154 Breakfast Club, Sandwich,450.0,Koramangala 4th Block
61,154 Breakfast Club, Steak,450.0,Koramangala 4th Block
62,154 Breakfast Club,Cafe,450.0,Koramangala 4th Block
63,1947, Beverages,475.0,Malleshwaram
64,1947, Beverages,475.0,JP Nagar
65,1947, Beverages,475.0,Rajajinagar
66,1947, Beverages,475.0,Banashankari
67,1947, Chinese,475.0,Malleshwaram
68,1947, Chinese,475.0,JP Nagar
69,1947, Chinese,475.0,Rajajinagar
70,1947, Chinese,475.0,Banashankari
71,1947, Continental,475.0,Malleshwaram
72,1947, Continental,475.0,JP Nagar
73,1947, Continental,475.0,Rajajinagar
74,1947, Continental,475.0,Banashankari
75,1947, Desserts,475.0,Malleshwaram
76,1947, Desserts,475.0,JP Nagar
77,1947, Desserts,475.0,Rajajinagar
78,1947, Desserts,475.0,Banashankari
79,1947, Shake,475.0,Malleshwaram
80,1947, Shake,475.0,JP Nagar
81,1947, Shake,475.0,Rajajinagar
82,1947, Shake,475.0,Banashankari
83,1947,North Indian,475.0,Malleshwaram
84,1947,North Indian,475.0,JP Nagar
85,1947,North Indian,475.0,Rajajinagar
86,1947,North Indian,475.0,Banashankari
87,2 Mum's Kitchen, Chinese,175.0,Marathahalli
88,2 Mum's Kitchen, Sichuan,175.0,Marathahalli
89,2 Mum's Kitchen,North Indian,175.0,Marathahalli
90,2 States Rasoi, Biryani,300.0,Jalahalli
91,2 States Rasoi, Chinese,300.0,Jalahalli
92,2 States Rasoi, Fast Food,300.0,Jalahalli
93,2 States Rasoi, South Indian,300.0,Jalahalli
94,2 States Rasoi,North Indian,300.0,Jalahalli
95,21 Pork Street, Kerala,300.0,Kammanahalli
96,21 Pork Street,Naga,300.0,Kammanahalli
97,22 Se Srabon, North Indian,300.0,New BEL Road
98,22 Se Srabon,Bengali,300.0,New BEL Road
99,22nd Street Burgers,Burger,300.0,Bommanahalli
100,24/7 - The Lalit Ashok Bangalore, Chinese,1500.0,The Lalit Ashok Bangalore
101,24/7 - The Lalit Ashok Bangalore, Desserts,1500.0,The Lalit Ashok Bangalore
102,24/7 - The Lalit Ashok Bangalore, North Indian,1500.0,The Lalit Ashok Bangalore
103,24/7 - The Lalit Ashok Bangalore,Continental,1500.0,The Lalit Ashok Bangalore
104,24/7 Restaurant, Biryani,100.0,Electronic City
105,24/7 Restaurant, Chinese,100.0,Electronic City
106,24/7 Restaurant, North Indian,100.0,Electronic City
107,24/7 Restaurant,Mughlai,100.0,Electronic City
108,24th Main, Chinese,400.0,JP Nagar
109,24th Main, Shake,400.0,JP Nagar
110,24th Main, South Indian,400.0,JP Nagar
111,24th Main,North Indian,400.0,JP Nagar
112,29 Degrees North, Chinese,200.0,Banaswadi
113,29 Degrees North, Desserts,200.0,Banaswadi
114,29 Degrees North, Street Food,200.0,Banaswadi
115,29 Degrees North,North Indian,200.0,Banaswadi
116,3 Mangos, Fast Food,100.0,BTM
117,3 Mangos, Ice Cream,100.0,BTM
118,3 Mangos, Shake,100.0,BTM
119,3 Mangos,Beverages,100.0,BTM
120,32 Degree, Juices,100.0,Sarjapur Road
121,32 Degree, Juices,100.0,Electronic City
122,32 Degree, Sandwich,100.0,Sarjapur Road
123,32 Degree, Sandwich,100.0,Electronic City
124,32 Degree,Beverages,100.0,Sarjapur Road
125,32 Degree,Beverages,100.0,Electronic City
126,3B's Cafe, Beverages,150.0,Electronic City
127,3B's Cafe, Fast Food,150.0,Electronic City
128,3B's Cafe, Ice Cream,150.0,Electronic City
129,3B's Cafe, Sandwich,150.0,Electronic City
130,3B's Cafe, Shake,150.0,Electronic City
131,3B's Cafe,Burger,150.0,Electronic City
132,46 Ounces Brewgarden, Continental,800.0,Electronic City
133,46 Ounces Brewgarden,Finger Food,800.0,Electronic City
134,4Foodiez, Chinese,150.0,Bommasandra
135,4Foodiez, North Indian,150.0,Bommasandra
136,4Foodiez,South Indian,150.0,Bommasandra
137,51 Indian Restaurant, Chinese,150.0,Brookefield
138,51 Indian Restaurant, Desserts,150.0,Brookefield
139,51 Indian Restaurant,North Indian,150.0,Brookefield
140,56 Bhoga Sweets, Fast Food,150.0,HSR
141,56 Bhoga Sweets, Street Food,150.0,HSR
142,56 Bhoga Sweets,Mithai,150.0,HSR
143,6am Biryani, South Indian,150.0,Electronic City
144,6am Biryani,Biryani,150.0,Electronic City
145,7 Days Restaurant, Arabian,200.0,Electronic City
146,7 Days Restaurant, Chinese,200.0,Electronic City
147,7 Days Restaurant, Sichuan,200.0,Electronic City
148,7 Days Restaurant,North Indian,200.0,Electronic City
149,7 Days Restaurants, Biryani,200.0,Marathahalli
150,7 Days Restaurants, Chinese,200.0,Marathahalli
151,7 Days Restaurants, Mughlai,200.0,Marathahalli
152,7 Days Restaurants, Sichuan,200.0,Marathahalli
153,7 Days Restaurants,North Indian,200.0,Marathahalli
154,7 Plates, Chinese,250.0,Kalyan Nagar
155,7 Plates, Chinese,250.0,RT Nagar
156,7 Plates, Chinese,250.0,Frazer Town
157,7 Plates, Mughlai,250.0,Kalyan Nagar
158,7 Plates, Mughlai,250.0,RT Nagar
159,7 Plates, Mughlai,250.0,Frazer Town
160,7 Plates, Rolls,250.0,Kalyan Nagar
161,7 Plates, Rolls,250.0,RT Nagar
162,7 Plates, Rolls,250.0,Frazer Town
163,7 Plates,North Indian,250.0,Kalyan Nagar
164,7 Plates,North Indian,250.0,RT Nagar
165,7 Plates,North Indian,250.0,Frazer Town
166,7-Star Ambur Dum Biriyani, Chinese,125.0,Yeshwantpur
167,7-Star Ambur Dum Biriyani,Biryani,125.0,Yeshwantpur
168,7th Heaven, Desserts,150.0,Basaveshwara Nagar
169,7th Heaven, Desserts,150.0,Bannerghatta Road
170,7th Heaven,Bakery,150.0,Basaveshwara Nagar
171,7th Heaven,Bakery,150.0,Bannerghatta Road
172,7th Heaven Cakes And Desserts, Desserts,200.0,JP Nagar
173,7th Heaven Cakes And Desserts,Bakery,200.0,JP Nagar
174,89 Express Dhaba,North Indian,233.33333333333334,Bommanahalli
175,89 Express Dhaba,North Indian,233.33333333333334,Whitefield
176,89 Express Dhaba,North Indian,233.33333333333334,Rajajinagar
177,99 Varieties Dosa & Pav Bhaji,South Indian,100.0,BTM
178,99 Varieties Dosa & Pav Bhaji,South Indian,100.0,HSR
179,99 Variety Dosa & Pav Bhaji, Maharashtrian,100.0,Kalyan Nagar
180,99 Variety Dosa & Pav Bhaji, Maharashtrian,100.0,HSR
181,99 Variety Dosa & Pav Bhaji, Maharashtrian,100.0,Koramangala 6th Block
182,99 Variety Dosa & Pav Bhaji, Street Food,100.0,Kalyan Nagar
183,99 Variety Dosa & Pav Bhaji, Street Food,100.0,HSR
184,99 Variety Dosa & Pav Bhaji, Street Food,100.0,Koramangala 6th Block
185,99 Variety Dosa & Pav Bhaji,South Indian,100.0,Kalyan Nagar
186,99 Variety Dosa & Pav Bhaji,South Indian,100.0,HSR
187,99 Variety Dosa & Pav Bhaji,South Indian,100.0,Koramangala 6th Block
188,@Adukkala, Biryani,150.0,Whitefield
189,@Adukkala, Kerala,150.0,Whitefield
190,@Adukkala,Seafood,150.0,Whitefield
191,@Italy, Beverages,250.0,Kumaraswamy Layout
192,@Italy, Fast Food,250.0,Kumaraswamy Layout
193,@Italy, Pasta,250.0,Kumaraswamy Layout
194,@Italy, Pizza,250.0,Kumaraswamy Layout
195,@Italy,Italian,250.0,Kumaraswamy Layout
196,A M Biryani Hotel, Biryani,150.0,Bannerghatta Road
197,A M Biryani Hotel, Chinese,150.0,Bannerghatta Road
198,A M Biryani Hotel, Fast Food,150.0,Bannerghatta Road
199,A M Biryani Hotel, North Indian,150.0,Bannerghatta Road
200,A M Biryani Hotel,Kebab,150.0,Bannerghatta Road
201,A Pinch Of Spice, Chinese,250.0,New BEL Road
202,A Pinch Of Spice, Mughlai,250.0,New BEL Road
203,A Pinch Of Spice, North Indian,250.0,New BEL Road
204,A Pinch Of Spice,Biryani,250.0,New BEL Road
205,A Tiny Kitchen, Chinese,250.0,BTM
206,A Tiny Kitchen,North Indian,250.0,BTM
207,A.M New Punjab Food Corner, Chinese,225.0,Koramangala 1st Block
208,A.M New Punjab Food Corner, Sichuan,225.0,Koramangala 1st Block
209,A.M New Punjab Food Corner,North Indian,225.0,Koramangala 1st Block
210,A.S Desouza Fruit Juice, Desserts,100.0,HBR Layout
211,A.S Desouza Fruit Juice, Ice Cream,100.0,HBR Layout
212,A.S Desouza Fruit Juice, Shake,100.0,HBR Layout
213,A.S Desouza Fruit Juice,Beverages,100.0,HBR Layout
214,A1 Ambur Biryani Since 2012, Kebab,150.0,RT Nagar
215,A1 Ambur Biryani Since 2012, Seafood,150.0,RT Nagar
216,A1 Ambur Biryani Since 2012,Biryani,150.0,RT Nagar
217,A1 Ambur Chicken Biriyani Point, Kebab,100.0,Yeshwantpur
218,A1 Ambur Chicken Biriyani Point, Tamil,100.0,Yeshwantpur
219,A1 Ambur Chicken Biriyani Point,Biryani,100.0,Yeshwantpur
220,A1 Biriyani Paradise, Kebab,175.0,Kumaraswamy Layout
221,A1 Biriyani Paradise,Biryani,175.0,Kumaraswamy Layout
222,A1 Biryani Point, Biryani,50.0,Indiranagar
223,A1 Biryani Point,Chinese,50.0,Indiranagar
224,A1 Chicken Biryani Point, North Indian,150.0,RT Nagar
225,A1 Chicken Biryani Point,Biryani,150.0,RT Nagar
226,A1 Chips,Street Food,150.0,Indiranagar
227,A1 Fresh Juice Bar, Ice Cream,50.0,Marathahalli
228,A1 Fresh Juice Bar, Juices,50.0,Marathahalli
229,A1 Fresh Juice Bar, Shake,50.0,Marathahalli
230,A1 Fresh Juice Bar,Beverages,50.0,Marathahalli
231,A1 Karnataka Chicken Dum Biryani & Kabab Center,Biryani,125.0,Bommanahalli
232,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,HSR
233,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,JP Nagar
234,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Sarjapur Road
235,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Rajajinagar
236,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Banashankari
237,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Whitefield
238,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Bellandur
239,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Electronic City
240,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Marathahalli
241,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Ulsoor
242,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Basavanagudi
243,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,BTM
244,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Kalyan Nagar
245,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Bannerghatta Road
246,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Indiranagar
247,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Koramangala 7th Block
248,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,Malleshwaram
249,A2B - Adyar Ananda Bhavan, Beverages,227.77777777777777,New BEL Road
250,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,HSR
251,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,JP Nagar
252,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Sarjapur Road
253,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Rajajinagar
254,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Banashankari
255,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Whitefield
256,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Bellandur
257,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Electronic City
258,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Marathahalli
259,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Ulsoor
260,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Basavanagudi
261,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,BTM
262,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Kalyan Nagar
263,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Bannerghatta Road
264,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Indiranagar
265,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Koramangala 7th Block
266,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,Malleshwaram
267,A2B - Adyar Ananda Bhavan, Chinese,227.77777777777777,New BEL Road
268,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,HSR
269,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,JP Nagar
270,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Sarjapur Road
271,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Rajajinagar
272,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Banashankari
273,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Whitefield
274,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Bellandur
275,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Electronic City
276,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Marathahalli
277,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Ulsoor
278,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Basavanagudi
279,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,BTM
280,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Kalyan Nagar
281,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Bannerghatta Road
282,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Indiranagar
283,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Koramangala 7th Block
284,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,Malleshwaram
285,A2B - Adyar Ananda Bhavan, Desserts,227.77777777777777,New BEL Road
286,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,HSR
287,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,JP Nagar
288,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Sarjapur Road
289,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Rajajinagar
290,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Banashankari
291,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Whitefield
292,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Bellandur
293,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Electronic City
294,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Marathahalli
295,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Ulsoor
296,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Basavanagudi
297,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,BTM
298,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Kalyan Nagar
299,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Bannerghatta Road
300,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Indiranagar
301,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Koramangala 7th Block
302,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,Malleshwaram
303,A2B - Adyar Ananda Bhavan, Fast Food,227.77777777777777,New BEL Road
304,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,HSR
305,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,JP Nagar
306,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Sarjapur Road
307,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Rajajinagar
308,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Banashankari
309,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Whitefield
310,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Bellandur
311,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Electronic City
312,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Marathahalli
313,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Ulsoor
314,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Basavanagudi
315,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,BTM
316,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Kalyan Nagar
317,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Bannerghatta Road
318,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Indiranagar
319,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Koramangala 7th Block
320,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,Malleshwaram
321,A2B - Adyar Ananda Bhavan, Mithai,227.77777777777777,New BEL Road
322,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,HSR
323,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,JP Nagar
324,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Sarjapur Road
325,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Rajajinagar
326,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Banashankari
327,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Whitefield
328,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Bellandur
329,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Electronic City
330,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Marathahalli
331,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Ulsoor
332,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Basavanagudi
333,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,BTM
334,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Kalyan Nagar
335,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Bannerghatta Road
336,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Indiranagar
337,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Koramangala 7th Block
338,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,Malleshwaram
339,A2B - Adyar Ananda Bhavan, North Indian,227.77777777777777,New BEL Road
340,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,HSR
341,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,JP Nagar
342,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Sarjapur Road
343,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Rajajinagar
344,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Banashankari
345,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Whitefield
346,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Bellandur
347,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Electronic City
348,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Marathahalli
349,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Ulsoor
350,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Basavanagudi
351,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,BTM
352,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Kalyan Nagar
353,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Bannerghatta Road
354,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Indiranagar
355,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Koramangala 7th Block
356,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,Malleshwaram
357,A2B - Adyar Ananda Bhavan, Street Food,227.77777777777777,New BEL Road
358,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,HSR
359,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,JP Nagar
360,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Sarjapur Road
361,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Rajajinagar
362,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Banashankari
363,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Whitefield
364,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Bellandur
365,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Electronic City
366,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Marathahalli
367,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Ulsoor
368,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Basavanagudi
369,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,BTM
370,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Kalyan Nagar
371,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Bannerghatta Road
372,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Indiranagar
373,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Koramangala 7th Block
374,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,Malleshwaram
375,A2B - Adyar Ananda Bhavan,South Indian,227.77777777777777,New BEL Road
376,AB's - Absolute Barbecues, BBQ,700.0,Yeshwantpur
377,AB's - Absolute Barbecues, BBQ,700.0,Whitefield
378,AB's - Absolute Barbecues, BBQ,700.0,Kalyan Nagar
379,AB's - Absolute Barbecues, BBQ,700.0,Sarjapur Road
380,AB's - Absolute Barbecues, BBQ,700.0,Marathahalli
381,AB's - Absolute Barbecues, BBQ,700.0,BTM
382,AB's - Absolute Barbecues, Beverages,700.0,Yeshwantpur
383,AB's - Absolute Barbecues, Beverages,700.0,Whitefield
384,AB's - Absolute Barbecues, Beverages,700.0,Kalyan Nagar
385,AB's - Absolute Barbecues, Beverages,700.0,Sarjapur Road
386,AB's - Absolute Barbecues, Beverages,700.0,Marathahalli
387,AB's - Absolute Barbecues, Beverages,700.0,BTM
388,AB's - Absolute Barbecues, Desserts,700.0,Yeshwantpur
389,AB's - Absolute Barbecues, Desserts,700.0,Whitefield
390,AB's - Absolute Barbecues, Desserts,700.0,Kalyan Nagar
391,AB's - Absolute Barbecues, Desserts,700.0,Sarjapur Road
392,AB's - Absolute Barbecues, Desserts,700.0,Marathahalli
393,AB's - Absolute Barbecues, Desserts,700.0,BTM
394,AB's - Absolute Barbecues, Mangalorean,700.0,Yeshwantpur
395,AB's - Absolute Barbecues, Mangalorean,700.0,Whitefield
396,AB's - Absolute Barbecues, Mangalorean,700.0,Kalyan Nagar
397,AB's - Absolute Barbecues, Mangalorean,700.0,Sarjapur Road
398,AB's - Absolute Barbecues, Mangalorean,700.0,Marathahalli
399,AB's - Absolute Barbecues, Mangalorean,700.0,BTM
400,AB's - Absolute Barbecues, Salad,700.0,Yeshwantpur
401,AB's - Absolute Barbecues, Salad,700.0,Whitefield
402,AB's - Absolute Barbecues, Salad,700.0,Kalyan Nagar
403,AB's - Absolute Barbecues, Salad,700.0,Sarjapur Road
404,AB's - Absolute Barbecues, Salad,700.0,Marathahalli
405,AB's - Absolute Barbecues, Salad,700.0,BTM
406,AB's - Absolute Barbecues, Street Food,700.0,Yeshwantpur
407,AB's - Absolute Barbecues, Street Food,700.0,Whitefield
408,AB's - Absolute Barbecues, Street Food,700.0,Kalyan Nagar
409,AB's - Absolute Barbecues, Street Food,700.0,Sarjapur Road
410,AB's - Absolute Barbecues, Street Food,700.0,Marathahalli
411,AB's - Absolute Barbecues, Street Food,700.0,BTM
412,AB's - Absolute Barbecues,North Indian,700.0,Yeshwantpur
413,AB's - Absolute Barbecues,North Indian,700.0,Whitefield
414,AB's - Absolute Barbecues,North Indian,700.0,Kalyan Nagar
415,AB's - Absolute Barbecues,North Indian,700.0,Sarjapur Road
416,AB's - Absolute Barbecues,North Indian,700.0,Marathahalli
417,AB's - Absolute Barbecues,North Indian,700.0,BTM
418,ABC Tandoori House, Chinese,250.0,Brigade Road
419,ABC Tandoori House, South Indian,250.0,Brigade Road
420,ABC Tandoori House,North Indian,250.0,Brigade Road
421,AIB - All India Biryani,Biryani,125.0,JP Nagar
422,AL Bain Restaurant, Arabian,400.0,Kammanahalli
