Restaurant,Cusines_all,price_for_one,delivery_review_number,location
Gavran Misal,,125,934,"hsr, bangalore"
Vijayalakshmi Veg,,150,5577,"malleshwaram, bangalore"
Odisha Darbar,,150,139,"marathahalli, bangalore"
Awadhi Delights,,250,1797,"brookefield, bangalore"
Chai Point,,200,3916,"banashankari, bangalore"
Chai Point,,275,3916,"banashankari, bangalore"
Chai Point,,150,3916,"banashankari, bangalore"
Chai Point,,125,3916,"banashankari, bangalore"
Chai Nagri Uttarahalli,,175,48,"uttarahalli, bangalore"
Have More,,400,3080,"new bel road, bangalore"
Kwality Wall’s Frozen Dessert and Ice Cream Shop,,100,301,"marathahalli, bangalore"
Kwality Wall’s Frozen Dessert and Ice Cream Shop,,200,301,"marathahalli, bangalore"
Matargashtii,,100,105,"koramangala 7th block, bangalore"
Sreeraj Lassi Bar,,150,241,"wilson garden, bangalore"
Sreeraj Lassi Bar,,100,241,"wilson garden, bangalore"
Sreeraj Lassi Bar,,50,241,"wilson garden, bangalore"
Food Affair,,375,267,"btm, bangalore"
Food Junction, Beverages,250,235,"hosur road, bangalore"
Chung's Chinese Corner,,500,5215,"malleshwaram, bangalore"
Lavonne,,400,500,"indiranagar, bangalore"
Dande's Hyderabad Biryani,,200,682,"new bel road, bangalore"
Kwalitywall's Frozen Dessert And Ice Cream Shop,,100,344,"wilson garden, bangalore"
Maharaja Military Canteen,,200,137,"banashankari, bangalore"
Maharaja Military Canteen,,175,137,"banashankari, bangalore"
IFC - Imperio Fried Chicken,,150,1220,"brookefield, bangalore"
IFC - Imperio Fried Chicken,,200,1220,"brookefield, bangalore"
GOPIZZA,,250,108,"bannerghatta road, bangalore"
Giani Ice Cream,,100,88,"jp nagar, bangalore"
Adiga's,,150,172,"whitefield, bangalore"
Adiga's,,250,172,"whitefield, bangalore"
Biriyani Zone, Ice Cream,400,1882,"nagawara, bangalore"
Olio - The Wood Fired Pizzeria,,300,32,"kadubeesanahalli, bangalore"
Mad Over Donuts,,125,108,"rajajinagar, bangalore"
Mad Over Donuts,,100,108,"rajajinagar, bangalore"
Happy Belly Bakes,,200,874,"frazer town, bangalore"
Happy Belly Bakes,,250,874,"frazer town, bangalore"
The Higher Taste, Desserts,600,481,"rajajinagar, bangalore"
Food Manthra, Chinese,200,524,"jp nagar, bangalore"
Food Manthra, Chinese,150,524,"jp nagar, bangalore"
The Desi Cafe, Desserts,250,185,"bommanahalli, bangalore"
CakeZone,,100,3396,"whitefield, bangalore"
Aaha Bhojanam,,150,86,"yeshwantpur, bangalore"
Maarish Food Joint,,175,559,"rajajinagar, bangalore"
Al-Baik Kabab Centre,,200,78,"banaswadi, bangalore"
Subbanna Military Hotel,,150,39,"yeshwantpur, bangalore"
Punjab Grill,,300,152,"mantri square, malleshwaram, bangalore"
Punjab Grill,,1000,152,"mantri square, malleshwaram, bangalore"
New York Waffles & Dinges,,200,2,"kr puram, bangalore"
Srinidhi Veg Food Court, Beverages,200,5111,"kalyan nagar, bangalore"
Gobbledeeyum,,200,104,"kalyan nagar, bangalore"
More Bites Multicuisine Kitchen,,100,84,"marathahalli, bangalore"
Basmati Biriyani Nation,,200,8419,"whitefield, bangalore"
Voosh Dakshin,,150,22,"jayanagar, bangalore"
Hotel Shangrila,,300,296,"brigade road, bangalore"
Ghee And Turmeric,,350,104,"kadubeesanahalli, bangalore"
Namma Mulabagilu Dose,,50,390,"basavanagudi, bangalore"
Arogya Ahaara,,50,5206,"hsr, bangalore"
Wendy's,,250,567,"whitefield, bangalore"
Wendy's,,200,567,"whitefield, bangalore"
The Corner Of Chow,,150,827,"ejipura, bangalore"
N.S Grills And Kabab Corner,,100,3,"shivajinagar, bangalore"
Azuki Japan Travel Bistro & Sake,,750,1065,"richmond town, bangalore"
Taiki,,500,791,"jayanagar, bangalore"
Taiki,,700,791,"jayanagar, bangalore"
Taiki,,400,791,"jayanagar, bangalore"
The Indians Restro,,300,199,"rammurthy nagar, bangalore"
Mantra Donne Biryani,,250,1428,"hsr, bangalore"
Shree Krishna Gokula Veg,,150,182,"hebbal, bangalore"
Arogya Thaana,,175,1557,"prashanti shopping complex, whitefield, bangalore"
Cafe Noir, Desserts,750,19,"rmz ecoworld, bellandur, bangalore"
Cafe Noir, Desserts,200,19,"rmz ecoworld, bellandur, bangalore"
So Fresh,,200,0,"banaswadi, bangalore"
So Fresh,,150,0,"banaswadi, bangalore"
Mystique Palate Kundalahalli,,275,1124,"brookefield, bangalore"
LeanCrust Pizza- ThinCrust Experts,,400,327,"banashankari, bangalore"
Ghee and Turmeric,,350,104,"kadubeesanahalli, bangalore"
Rolls Mania,,150,58,"bannerghatta road, bangalore"
Morning Vibes,,100,276,"sarjapur road, bangalore"
The Fisherman's Wharf, Desserts,800,1285,"sarjapur road, bangalore"
Fiero! Pizzeria,,250,991,"kalyan nagar, bangalore"
Patefull,,150,5816,"nagarbhavi, bangalore"
Mohan Hotel,,75,7,"majestic, bangalore"
Hotel Baaduta,,150,716,"jalahalli, bangalore"
Hotel Uttam Sagar,,200,1541,"whitefield, bangalore"
Paradise Biryani,,350,7026,"marathahalli, bangalore"
Starbucks Coffee,,300,327,"malleshwaram, bangalore"
Meal @79,,250,245,"btm, bangalore"
Idly Wala,,50,18,"btm, bangalore"
Cream Stone Ice Cream,,150,9317,"hsr, bangalore"
Hot Coffee,,50,658,"rajajinagar, bangalore"
Momopoly,,150,60,"banashankari, bangalore"
Hot Burg, Shake,175,909,"bannerghatta road, bangalore"
Baker's Home Cakes & Desserts,,400,384,"marathahalli, bangalore"
New Shanthi Sagar, Shake,250,2189,"vijay nagar, bangalore"
New Shanthi Sagar, Shake,200,2189,"vijay nagar, bangalore"
New Shanthi Sagar, Shake,300,2189,"vijay nagar, bangalore"
Kattappa,,500,84,"btm, bangalore"
Crazy Bao,,150,16,"electronic city, bangalore"
Food Zone,,150,19800,"marathahalli, bangalore"
Food Palace,,100,87,"nagawara, bangalore"
Click & Orders,,200,206,"koramangala 2nd block, bangalore"
Cupcake Bliss Cakes & Desserts,,300,1734,"indiranagar, bangalore"
Cupcake Bliss Cakes & Desserts,,150,1734,"indiranagar, bangalore"
Mystic | The Pool Lounge,,250,42,"bommasandra, bangalore"
Schezwan Hub,,200,268,"electronic city, bangalore"
Sweet Moments,,125,1137,"kammanahalli, bangalore"
Sweet Moments,,100,1137,"kammanahalli, bangalore"
Laali Da Dhaba,,250,49,"indiranagar, bangalore"
Samosa Singh,,200,411,"basaveshwara nagar, bangalore"
SS Hot Dum Briyani Point,,200,382,"btm, bangalore"
Delhi Mess,,150,24400,"new bel road, bangalore"
House Of Kebabs,,300,5647,"basavanagudi, bangalore"
Apni Dukan,,100,175,"marathahalli, bangalore"
Bangaliana,,250,2841,"koramangala 7th block, bangalore"
Bangaliana,,150,2841,"koramangala 7th block, bangalore"
Dindigul Thalappakatti,,450,1986,"banashankari, bangalore"
Dindigul Thalappakatti,,300,1986,"banashankari, bangalore"
Dindigul Thalappakatti,,350,1986,"banashankari, bangalore"
No.10 Fort Cochin,,400,2513,"st. marks road, bangalore"
Spice Cuisine Family Restaurant,,150,236,"marathahalli, bangalore"
Donne Biryani House,,150,1706,"btm, bangalore"
Donne Biryani House,,200,1706,"btm, bangalore"
The Baker's Dozen,,150,426,"whitefield, bangalore"
Vishal Sweets And Snacks,,100,303,"marathahalli, bangalore"
Churmur Chaat Company,,150,84,"residency road, bangalore"
Aditya Sweets,,100,4093,"whitefield, bangalore"
Pind Balluchi,,400,1147,"forum neighbourhood mall, whitefield, bangalore"
Hotel Palace,,150,811,"hsr, bangalore"
Smoor,,300,1935,"new bel road, bangalore"
Smoor,,150,1935,"new bel road, bangalore"
XO Belgian Waffle,,200,12900,"btm, bangalore"
Hao Chi Express,,400,6,"bellandur, bangalore"
Theobroma,,200,2310,"koramangala 5th block, bangalore"
LM Paradise Cuisines And Cafe,,150,156,"rt nagar, bangalore"
Rolls N Snacks, Beverages,100,913,"vijay nagar, bangalore"
Hitchki, Desserts,850,47,"phoenix marketcity bangalore, whitefield, bangalore"
Raichur Biryani House,,175,4663,"hsr, bangalore"
Soulful Sweets & Savories,,150,380,"itpl main road, whitefield, bangalore"
Express Meals By Potteery Nine Cafe,,250,16,"hebbal, bangalore"
Famous 99 Variety Dosa,,125,12,"jp nagar, bangalore"
Bangarpet Chats,,50,333,"vijay nagar, bangalore"
Bangarpet Chats,,75,333,"vijay nagar, bangalore"
Bangarpet Chats,,100,333,"vijay nagar, bangalore"
Bangarpet Chats,,150,333,"vijay nagar, bangalore"
Bowring Kulfis,,100,155,"jalahalli, bangalore"
Bowring Kulfis,,50,155,"jalahalli, bangalore"
NOTO - Healthy Ice Cream,,100,148,"kr puram, bangalore"
1522 - The Pub, South Indian,750,1299,"malleshwaram, bangalore"
1522 - The Pub, South Indian,600,1299,"malleshwaram, bangalore"
Sri Vishnu Upahar,,250,1413,"bommasandra, bangalore"
Wok Steam & Grills,,200,497,"marathahalli, bangalore"
Sorbetto,,200,175,"sanjay nagar, bangalore"
Sorbetto,,150,175,"sanjay nagar, bangalore"
Dalchini,,350,1339,"bellandur, bangalore"
Havelli - Chairman's Resort,,625,140,"chairman's resort, bangalore"
Artinci - Indulge Guilt Free!,,150,636,"kammanahalli, bangalore"
Hungry Panda- Deliciously Chinese,,250,17,"electronic city, bangalore"
Bekal Restaurant,,350,1704,"jeevan bhima nagar, bangalore"
Shakes N Wiches,,150,12,"bommanahalli, bangalore"
Amma's Pastries,,50,1230,"varthur main road, whitefield, bangalore"
Amma's Pastries,,150,1230,"varthur main road, whitefield, bangalore"
Bengali Babu Sweets,,50,144,"btm, bangalore"
Malabar Mess,,125,548,"bannerghatta road, bangalore"
Kebab Choice,,200,800,"new bel road, bangalore"
Punjab On Cloud,,150,3345,"jp nagar, bangalore"
Waffle Magic,,250,1833,"indiranagar, bangalore"
Lassi N Cafe, Shake,150,18,"banashankari, bangalore"
SLV Tiffin Center,,50,41,"jp nagar, bangalore"
Kalingas, Biryani,150,27200,"btm, bangalore"
Om Ganesh Fresh Juice & Ice Cream  Parlour,,100,257,"nagawara, bangalore"
Khichdi Experiment,,150,0,"jp nagar, bangalore"
Donne Biriyani Mane,,175,17700,"indiranagar, bangalore"
Donne Biriyani Mane,,150,17700,"indiranagar, bangalore"
Donne Biriyani Mane,,200,17700,"indiranagar, bangalore"
Vinaya Cafe, Beverages,200,224,"jayanagar, bangalore"
Vinaya Cafe, Beverages,175,224,"jayanagar, bangalore"
Vinaya Cafe, Beverages,100,224,"jayanagar, bangalore"
Parisian Bakers, Seafood,400,94,"hebbal, bangalore"
24/7 - The Lalit Ashok Bangalore,,1500,70,"the lalit ashok bangalore, seshadripuram, bangalore"
Angel's Kitchen,,100,2822,"whitefield, bangalore"
Yumlane Pizza,,250,19,"jp nagar, bangalore"
A1 Ambur Biryani Since 2012,,150,58,"rt nagar, bangalore"
Savoury Restaurant, Beverages,400,18900,"btm, bangalore"
Savoury Restaurant, Beverages,450,18900,"btm, bangalore"
The New Arsalan,,400,408,"sarjapur road, bangalore"
Amar Rannaghor,,250,1466,"marathahalli, bangalore"
Belgian Waffle Factory,,175,0,"itpl main road, whitefield, bangalore"
Belgian Waffle Factory,,200,0,"itpl main road, whitefield, bangalore"
3B's Cafe,,150,413,"electronic city, bangalore"
Biryani Square,,150,193,"btm, bangalore"
Madurai Idly Shop,,150,1654,"hsr, bangalore"
Madurai Idly Shop,,100,1654,"hsr, bangalore"
Chulha Chaupati Dhaba,,200,14,"brookefield, bangalore"
Tawa Tandoor,,350,513,"new bel road, bangalore"
Cafe Rome,,400,32,"kalyan nagar, bangalore"
Sri Sai Cafe,,100,632,"basavanagudi, bangalore"
Tesoro - The Sourdough Pizza Kitchen,,150,499,"sahakara nagar, bangalore"
Wack Waffles & Brownies,,200,2,"kr puram, bangalore"
Wowffles,,150,288,"koramangala 5th block, bangalore"
Panchayat,,200,1228,"whitefield, bangalore"
Maa Ka Dabba,,150,8,"sarjapur road, bangalore"
Kolkata Hot Roll,,100,100,"jalahalli, bangalore"
Aunty's Foods,,100,520,"electronic city, bangalore"
New Prashanth Hotel,,200,5762,"banashankari, bangalore"
New Prashanth Hotel,,250,5762,"banashankari, bangalore"
Holy Smoke,,175,2176,"btm, bangalore"
Chaiffee Cafe,,200,777,"jp nagar, bangalore"
Maruthi Restaurant,,150,28,"rajajinagar, bangalore"
Dil Punjabi,,200,160,"btm, bangalore"
Big Mishra Pedha,,100,99,"rt nagar, bangalore"
Big Mishra Pedha,,150,99,"rt nagar, bangalore"
Big Mishra Pedha,,175,99,"rt nagar, bangalore"
KC Das,,50,234,"jayanagar, bangalore"
KC Das,,150,234,"jayanagar, bangalore"
Hokart - Jai Shree Shiv Shakthi Samosa Center,,100,11,"hsr, bangalore"
Buzz A Pizza Wood-Fired Oven Pizza,,200,1393,"bannerghatta road, bangalore"
Chiness Food Corner(CFC),,125,73,"brookefield, bangalore"
Fusion Biryani,,250,13,"whitefield, bangalore"
Sundae Everyday Ice Creams,,150,229,"brookefield, bangalore"
Diwali Specials By CakeZone - Pure Veg,,150,25,"btm, bangalore"
Ahmad's Chicken Hut,,100,33,"banaswadi, bangalore"
Juice Junction, Healthy Food,50,972,"wilson garden, bangalore"
Juice Junction, Healthy Food,150,972,"wilson garden, bangalore"
Juice Junction, Healthy Food,125,972,"wilson garden, bangalore"
Juice Junction, Healthy Food,100,972,"wilson garden, bangalore"
Great Burger and Pizza,,200,69,"btm, bangalore"
Sangam Sweets,,125,1211,"koramangala 3rd block, bangalore"
Sangam Sweets,,200,1211,"koramangala 3rd block, bangalore"
Sangam Sweets,,100,1211,"koramangala 3rd block, bangalore"
Sangam Sweets,,150,1211,"koramangala 3rd block, bangalore"
The Salad Studio,,200,1276,"indiranagar, bangalore"
The Salad Studio,,250,1276,"indiranagar, bangalore"
The Salad Studio,,275,1276,"indiranagar, bangalore"
The Jalsa,,150,2,"domlur, bangalore"
Sree Spicy Hub,,300,15800,"jeevan bhima nagar, bangalore"
Homese Just Veg,,150,878,"majestic, bangalore"
Grow Fit,,250,2090,"hsr, bangalore"
Shawarma Time,,100,3200,"rt nagar, bangalore"
Lassi Magic,,100,21,"hosur road, bangalore"
Lassi Magic,,150,21,"hosur road, bangalore"
Peppy Parathas & Rolls By Chai Point,,200,14,"bommanahalli, bangalore"
Protein Chef,,200,38,"indiranagar, bangalore"
Sai Saagar,,100,149,"electronic city, bangalore"
Kachori Chowk,,100,6,"hbr layout, bangalore"
Amrit Bhog - Jain Food,,200,2654,"brookefield, bangalore"
Imperial Restaurant, Desserts,350,7074,"indiranagar, bangalore"
Imperial Restaurant, Desserts,400,7074,"indiranagar, bangalore"
The Punjabi Rasoi,,400,5917,"whitefield, bangalore"
The Punjabi Rasoi,,200,5917,"whitefield, bangalore"
Hotel Udupi Sagar,,150,2780,"rammurthy nagar, bangalore"
Burger Max,,100,402,"marathahalli, bangalore"
BOX2EAT,,300,1579,"btm, bangalore"
Just Cakes,,150,15,"kumaraswamy layout, bangalore"
Just Cakes,,125,15,"kumaraswamy layout, bangalore"
Just Cakes,,100,15,"kumaraswamy layout, bangalore"
Just Cakes,,350,15,"kumaraswamy layout, bangalore"
Sangeeta Home Made Foods,,100,68,"sahakara nagar, bangalore"
Asia Kitchen By Mainland China, Beverages,450,407,"electronic city, bangalore"
Asia Kitchen By Mainland China, Beverages,325,407,"electronic city, bangalore"
The Lassi Corner, Burger,150,4712,"brookefield, bangalore"
The Lassi Corner, Burger,75,4712,"brookefield, bangalore"
The Lassi Corner, Burger,100,4712,"brookefield, bangalore"
Roots,,650,1774,"koramangala 1st block, bangalore"
Kobe Sizzlers,,800,52,"sanjay nagar, bangalore"
Kobe Sizzlers,,750,52,"sanjay nagar, bangalore"
Yangchow,,200,687,"new bel road, bangalore"
New Taste - The Flavors Of Far East,,200,243,"nagawara, bangalore"
Simply Andhra,,200,163,"thippasandra, bangalore"
Sheesh Kebab,,475,1877,"frazer town, bangalore"
Firangi Bake,,300,753,"old airport road, bangalore"
Anupam's Coast II Coast, Desserts,550,1043,"koramangala 6th block, bangalore"
Anupam's Coast II Coast, Desserts,700,1043,"koramangala 6th block, bangalore"
Desi Chaat Bazzaar,,125,16,"electronic city, bangalore"
Biryani Paradize,,200,223,"whitefield, bangalore"
Singh Ji Food,,100,190,"btm, bangalore"
Gourmet Ice Cream Cakes by Baskin Robbins,,300,18,"old airport road, bangalore"
Gourmet Ice Cream Cakes by Baskin Robbins,,350,18,"old airport road, bangalore"
Shakes Theory,,200,2227,"jayanagar, bangalore"
Mangalore Lunch Home,,200,1213,"hbr layout, bangalore"
Mangalore Lunch Home,,250,1213,"hbr layout, bangalore"
Madurai Muniyadi Vilas,,150,211,"kammanahalli, bangalore"
Andhra Ruchulu,,600,3579,"the president hotel, jayanagar, bangalore"
Andhra Ruchulu,,400,3579,"the president hotel, jayanagar, bangalore"
Chai Mane,,100,4394,"basavanagudi, bangalore"
Samprith Gowdru Mudde Hotel,,125,315,"rammurthy nagar, bangalore"
Udupi Palace,,200,25700,"hsr, bangalore"
Taco Bell,,200,733,"hsr, bangalore"
Taco Bell,,175,733,"hsr, bangalore"
Taco Bell,,300,733,"hsr, bangalore"
Taco Bell,,150,733,"hsr, bangalore"
Karinja Kitchen,,200,138,"nagarbhavi, bangalore"
Beijing Bites,,400,12100,"electronic city, bangalore"
Beijing Bites,,250,12100,"electronic city, bangalore"
Szechuan Dragon,,200,37300,"hsr, bangalore"
Szechuan Dragon,,350,37300,"hsr, bangalore"
Crusto's - Cheese Burst Pizza,,150,18,"sarjapur road, bangalore"
Iyengar Amma Pastries,,50,245,"btm, bangalore"
Absolute Chinese,,250,4994,"rajajinagar, bangalore"
Udupi Thindi,,100,64,"jayanagar, bangalore"
Shree Aaradhya 99 Variety Dosa & Pav Bhaji,,175,31,"btm, bangalore"
Al-Wahab Tandoori Restaurant,,225,3433,"hbr layout, bangalore"
Treat,,300,435,"whitefield, bangalore"
Treat,,400,435,"whitefield, bangalore"
King's Bawarchi Biriyani House,,350,46,"hsr, bangalore"
The Cafe Buddha,,300,103,"sahakara nagar, bangalore"
TrueCakes,,100,1140,"marathahalli, bangalore"
TrueCakes,,150,1140,"marathahalli, bangalore"
Khichdi Centre,,250,42,"brookefield, bangalore"
Snakiez,,200,314,"btm, bangalore"
Five Star Chicken,,150,6600,"jp nagar, bangalore"
Five Star Chicken,,100,6600,"jp nagar, bangalore"
Mokafé!, Beverages,250,14,"electronic city, bangalore"
NF Paratha & Pulao House,,200,1,"nagawara, bangalore"
Al Barack Cafetaria,,200,387,"kalyan nagar, bangalore"
Milano Ice Cream,,200,2064,"indiranagar, bangalore"
Chinese Wok,,250,876,"kalyan nagar, bangalore"
Udupi Aatithya, Desserts,300,1284,"basavanagudi, bangalore"
Udupi Aatithya, Desserts,150,1284,"basavanagudi, bangalore"
Udupi Aatithya, Desserts,200,1284,"basavanagudi, bangalore"
VBP Catering & Vasuda Hotel,,125,254,"whitefield, bangalore"
Poha On Wheels,,100,7676,"bellandur, bangalore"
Poha On Wheels,,50,7676,"bellandur, bangalore"
Poha On Wheels,,75,7676,"bellandur, bangalore"
DiabeSmart,,200,11,"indiranagar, bangalore"
Churroz,,350,81,"electronic city, bangalore"
Samosa Adda,,75,41,"btm, bangalore"
Sri Vishnu Palace, Ice Cream,350,920,"marathahalli, bangalore"
New Spisea Restaurant,,250,3552,"hebbal, bangalore"
Peetuk,,200,2251,"marathahalli, bangalore"
Pizza O' Clock,,150,235,"btm, bangalore"
The Paratha House,,200,28,"btm, bangalore"
Chaitanya Veg,,150,211,"shivajinagar, bangalore"
Bonomi,,150,15,"koramangala 7th block, bangalore"
Bonomi,,200,15,"koramangala 7th block, bangalore"
Sri Venkateshwara Sweet Meat Stall,,200,469,"jp nagar, bangalore"
Udupi Upachar, Ice Cream,175,15700,"brookefield, bangalore"
Udupi Upachar, Ice Cream,300,15700,"brookefield, bangalore"
Udupi Upachar, Ice Cream,150,15700,"brookefield, bangalore"
Bheema's,,400,968,"church street, bangalore"
Khichdi Central,,200,0,"whitefield, bangalore"
The Biryani Life,,300,338,"koramangala 1st block, bangalore"
LunchBox - Meals and Thalis,,200,331,"old airport road, bangalore"
The Daily Bowl,,200,2142,"btm, bangalore"
The Daily Bowl,,250,2142,"btm, bangalore"
Trattoria By Toscano, Seafood,300,575,"malleshwaram, bangalore"
Trattoria By Toscano, Seafood,350,575,"malleshwaram, bangalore"
Nizam's Kitchens,,150,468,"banashankari, bangalore"
NH8,,400,2304,"indiranagar, bangalore"
NH8,,150,2304,"indiranagar, bangalore"
Goila Butter Chicken,,350,530,"nagawara, bangalore"
Maggi Carnival,,100,299,"new bel road, bangalore"
Punjabi Chulha,,100,849,"brookefield, bangalore"
Punjabi Chulha,,200,849,"brookefield, bangalore"
Hotel Godavari,,350,8538,"btm, bangalore"
Indiana Burgers,,250,4251,"indiranagar, bangalore"
Indiana Burgers,,150,4251,"indiranagar, bangalore"
ROYCE' Chocolate,,500,40,"jw marriott bengaluru, lavelle road, bangalore"
Green Cravings,,250,10,"kammanahalli, bangalore"
Davanagere Butter Dosa Corner,,100,1899,"bannerghatta road, bangalore"
