,restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
3984,2447,Royale Dine,3.8,"North Indian, Mughlai, Biryani, Chinese, Seafood, Rolls, Beverages, Sichuan",2332,Sarjapur Road,77.6653284,12.920441,https://www.zomato.com/bangalore/royale-dine-1-sarjapur-road-bangalore/order,300
3985,2448,Kilo Biryani,3.8,"Biryani, North Indian, Chinese",1790,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/kilo-biryani-marathahalli-bangalore/order,300
3986,2449,Chef Baskit,3.9,"Biryani, North Indian, Mughlai, Fast Food",66,Bommanahalli,77.6239038,12.9089453,https://www.zomato.com/bangalore/chef-baskit-1-bommanahalli-bangalore/order,200
3987,47,SLAY Coffee,4.3,Coffee,945,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/slay-coffee-1-whitefield-bangalore/order,200
3988,41,Chai Point,4.1,"North Indian, Street Food, Rolls, Fast Food, Beverages, Desserts",1977,Bellandur,77.6782471,12.93103185,https://www.zomato.com/bangalore/chai-point-18-bellandur-bangalore/order,275
3989,662,Kathi Junction,4.0,"Rolls, North Indian, Chinese",2520,Jalahalli,77.5483803,13.0464531,https://www.zomato.com/bangalore/kathi-junction-jalahalli-bangalore/order,200
3990,1027,Vadilal Ice Cream,4.0,"Ice Cream, Desserts",15,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/vadilal-ice-cream-koramangala-5th-block-bangalore/order,100
3991,346,Sri Udupi Food Hub,4.0,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",33900,Jayanagar,77.5824229,12.9292731,https://www.zomato.com/bangalore/sri-udupi-food-hub-1-jayanagar-bangalore/order,275
3992,404,Sri Lakshmi Vaibhav,4.1,"South Indian, Chinese, North Indian",3280,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-marathahalli/order,125
3993,2450,Spicy Table,3.9,"North Indian, Chinese, Seafood, Sichuan",113,Bellandur,77.6782471,12.93103185,https://www.zomato.com/bangalore/spicy-table-bellandur-bangalore/order,400
3994,152,ZAZA 22 Spice Awadhi Biryani,4.1,"Biryani, Mughlai, North Indian",175,Ulsoor,77.6246697,12.9778793,https://www.zomato.com/bangalore/zaza-22-spice-awadhi-biryani-ulsoor-bangalore/order,250
3995,2451,Hokart - RKHD Fast Food,0.0,South Indian,0,Bellandur,77.6782471,12.93103185,https://www.zomato.com/bangalore/hokart-rkhd-fast-food-bellandur-bangalore/order,100
3996,188,Juice Junction,4.0,"Juices, Fast Food, Beverages, Shake",2246,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/juice-junction-koramangala-5th-block/order,100
3997,740,Sandwich Guru,4.3,"Sandwich, Fast Food, Beverages, Shake",642,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/sandwich-guru-electronic-city-bangalore/order,100
3998,437,La Pino'z Pizza,3.7,"Pizza, Italian, Pasta, Fast Food",3419,Bellandur,77.6782471,12.93103185,https://www.zomato.com/bangalore/la-pinoz-pizza-bellandur-bangalore/order,250
3999,1201,Andhra Ruchulu,4.1,"Andhra, North Indian, Chinese, Biryani, Ice Cream, Beverages",9405,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/andhra-ruchulu-1-jp-nagar/order,400
4000,2452,Shaan E Punjab,3.5,"North Indian, Mughlai, Biryani",424,HSR,77.6398674,12.9092342,https://www.zomato.com/bangalore/shaan-e-punjab-hsr-bangalore/order,250
4001,190,A2B - Adyar Ananda Bhavan,4.1,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",2034,Ulsoor,77.6246697,12.9778793,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,250
4002,1319,Hari Super Sandwich,3.9,"Sandwich, Fast Food",8702,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/hari-super-sandwich-btm-bangalore/order,100
4003,1269,The Belgian Waffle Co.,4.1,"Waffle, Pancake, Desserts, Beverages, Ice Cream",867,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/the-belgian-waffle-co-btm-bangalore/order,150
4004,507,Soroush Biryani,3.3,"Biryani, North Indian, Mughlai",156,Kammanahalli,77.6377094,13.0093455,https://www.zomato.com/bangalore/soroush-biryani-1-kammanahalli-bangalore/order,150
4005,92,Krispy Kreme,4.4,"Desserts, Beverages",394,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/krispy-kreme-2-whitefield-bangalore/order,200
4006,770,Louis Burger,4.1,"Burger, Fast Food",1303,Koramangala 6th Block,77.6238477,12.9390255,https://www.zomato.com/bangalore/louis-burger-koramangala-6th-block-bangalore/order,350
4007,2453,Annapurna North Indian & Chinese Restaurant,3.1,"North Indian, Biryani, Chinese",137,Yeshwantpur,77.5529215,13.02383,https://www.zomato.com/bangalore/annapurna-north-indian-chinese-restaurant-1-yeshwantpur-bangalore/order,175
4008,2021,Voosh Thalis & Bowls,0.0,North Indian,2,Domlur,77.6381958,12.9624669,https://www.zomato.com/bangalore/voosh-thalis-bowls-domlur-bangalore/order,200
4009,429,Chinese Wok,3.6,"Chinese, Momos, Sichuan",1210,Hosur Road,77.6052566,12.9527111,https://www.zomato.com/bangalore/chinese-wok-hosur-road-bangalore/order,250
4010,1012,Chin Lung Resto Bar,4.1,"Bar Food, Chinese, North Indian",184,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/chin-lung-resto-bar-new-bel-road-bangalore/order,600
4011,280,Veg Daawat By Behrouz,4.0,"Biryani, Mughlai, North Indian",1,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/veg-daawat-by-behrouz-indiranagar-bangalore/order,300
4012,1505,Ande Ka Funda,3.7,"North Indian, Rolls, Chinese",1353,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/ande-ka-funda-2-btm-bangalore/order,100
4013,2454,Burger Elite,4.0,"Burger, Fast Food",274,Rajajinagar,77.554883,12.9882338,https://www.zomato.com/bangalore/burger-elite-rajajinagar-bangalore/order,125
4014,140,Amma's Pastries,4.2,Bakery,520,Ulsoor,77.6246697,12.9778793,https://www.zomato.com/bangalore/ammas-pastries-ulsoor/order,150
4015,663,Home Plate By EatFit,3.5,"Healthy Food, North Indian, Ice Cream, Desserts",23,Kadubeesanahalli,77.6972484,12.942199,https://www.zomato.com/bangalore/home-plate-by-eatfit-kadubeesanahalli-bangalore/order,150
4016,2455,Healthy Master,0.0,Healthy Food,6,Bommanahalli,77.6239038,12.9089453,https://www.zomato.com/bangalore/healthy-master-bommanahalli-bangalore/order,150
4017,2456,Orange Leaf Resturant,3.8,"North Indian, South Indian, Chinese, Biryani, Mughlai, Fast Food, Shake, Beverages",205,Nagawara,77.6209093,13.0431413,https://www.zomato.com/bangalore/orange-leaf-resturant-nagawara-bangalore/order,300
4018,317,The Sugar Free Keto Kafe - Artinci,4.3,"Bakery, Desserts, Ice Cream",63,Bannerghatta Road,77.6041899,12.9521804,https://www.zomato.com/bangalore/the-sugar-free-keto-kafe-artinci-bannerghatta-road-bangalore/order,150
4019,249,The Brooklyn Creamery - Healthy Ice Cream,3.6,Ice Cream,120,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-new-bel-road-bangalore/order,200
4020,843,Faasos - Wraps & Rolls,4.1,"Rolls, Wraps, Fast Food",10200,Banashankari,77.59445195,12.96528325,https://www.zomato.com/bangalore/faasos-wraps-rolls-banashankari-bangalore/order,150
4021,553,Indiana Burgers,3.9,"Burger, Rolls, Beverages, Desserts, Shake",4788,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/indiana-burgers-whitefield-bangalore/order,250
4022,784,Biggies Burger,3.8,"Fast Food, Burger, Beverages",238,Frazer Town,77.6130165,12.996845,https://www.zomato.com/bangalore/biggies-burger-frazer-town-bangalore/order,150
4023,586,Nandhana Palace,4.0,"Biryani, Andhra, North Indian, Beverages, South Indian",3329,Sarjapur Road,77.6653284,12.920441,https://www.zomato.com/bangalore/nandhana-palace-sarjapur-road-bangalore/order,300
4024,747,Little Italy,3.6,"Italian, Shake, Beverages, Desserts",844,Sarjapur Road,77.6653284,12.920441,https://www.zomato.com/bangalore/little-italy-sarjapur-road/order,700
4025,2457,Sri Ganesh Juice Junction,3.7,"Beverages, Juices, Fast Food, Shake",26200,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/sri-ganesh-juice-junction-koramangala-5th-block-bangalore/order,50
4026,2458,Falafel Fresh,3.8,"Fast Food, Wraps, Arabian",33,KR Puram,77.695935,13.007516,https://www.zomato.com/bangalore/falafel-fresh-kr-puram-bangalore/order,150
4027,2459,The Light House Restaurant,4.1,"North Indian, Chinese, Seafood, Desserts, Beverages",1017,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/the-light-house-restaurant-new-bel-road-bangalore/order,350
4028,437,La Pino'z Pizza,3.9,"Pizza, Italian",2966,Basavanagudi,77.5755021,12.9417261,https://www.zomato.com/bangalore/la-pinoz-pizza-basavanagudi-bangalore/order,225
4029,2460,Red Panda-Chinese Food & Momos,4.0,Chinese,46,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/red-panda-chinese-food-momos-new-bel-road-bangalore/order,200
4030,2461,Sandwich Treat@59,3.5,"Sandwich, Burger, Fast Food",576,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/sandwich-treat59-marathahalli-bangalore/order,100
4031,2462,Andhra Aromas,4.0,"Biryani, Andhra, Mughlai",20,Nagawara,77.6209093,13.0431413,https://www.zomato.com/bangalore/andhra-aromas-nagawara-bangalore/order,250
4032,349,Bowl 99,3.0,"North Indian, Mughlai, Desserts",57,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/bowl-99-indiranagar-bangalore/order,250
4033,2463,Caffe Pascucci,4.3,"Cafe, Fast Food, Continental, Pizza, Desserts, Beverages",555,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/caffe-pascucci-jp-nagar/order,400
4034,2464,"Wah Parantha - Desi Meals, Paranthas & More",3.9,"North Indian, Street Food, Beverages, Desserts",220,Bellandur,77.6782471,12.93103185,https://www.zomato.com/bangalore/wah-parantha-desi-meals-paranthas-more-bellandur-bangalore/order,225
4035,2465,Beegara Mane Baaduta,3.8,"South Indian, Chinese, North Indian, Kebab",395,Mysore Road,77.5300705,12.9467026,https://www.zomato.com/bangalore/beegara-mane-baaduta-mysore-road-bangalore/order,225
4036,2466,Dragonite - Chinese Cuisine,4.0,"Chinese, Thai, Sichuan",112,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/dragonite-chinese-cuisine-whitefield-bangalore/order,200
4037,2467,Royal Treat,4.0,"North Indian, Chinese, Biryani",5654,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/royal-treat-koramangala-5th-block/order,200
4038,663,Home Plate by EatFit,4.3,"Healthy Food, North Indian, Ice Cream, Desserts",44,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/home-plate-by-eatfit-1-btm-bangalore/order,150
4039,2063,The Dessert Heaven - Pure Veg,3.9,"Desserts, Bakery",173,Brookefield,77.7168891,12.9668213,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-brookefield-bangalore/order,300
4040,2468,Iceberg Organic Icecreams By EatFit,3.9,"Ice Cream, Desserts, Shake",0,Koramangala 1st Block,77.6308832,12.9275886,https://www.zomato.com/bangalore/iceberg-organic-icecreams-by-eatfit-koramangala-1st-block-bangalore/order,300
4041,2469,Kabab Paradise,4.1,"North Indian, Chinese, Kebab, Mughlai, Fast Food, Sichuan",290,Vijay Nagar,77.61250656,12.96591365,https://www.zomato.com/bangalore/kabab-paradise-vijay-nagar-bangalore/order,200
4042,2470,Ayurveda Cafe,4.0,South Indian,331,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/ayurveda-cafe-1-btm-bangalore/order,150
4043,2471,Sri Ruchi's Veg,4.0,Chinese,14,Yeshwantpur,77.5529215,13.02383,https://www.zomato.com/bangalore/sri-ruchis-veg-2-yeshwantpur-bangalore/order,100
4044,1434,Sukh Sagar,3.0,"Chinese, North Indian, Street Food, Ice Cream, Shake, Beverages",82,Jayanagar,77.5824229,12.9292731,https://www.zomato.com/bangalore/sukh-sagar-jayanagar/order,300
4045,2472,Shawarma Addiction,3.9,"Lebanese, Rolls, Street Food, Beverages",61,Nagawara,77.6209093,13.0431413,https://www.zomato.com/bangalore/shawarma-addiction-nagawara-bangalore/order,100
4046,870,Kaati Zone Rolls And Wraps,3.6,"Rolls, Fast Food, Beverages, Wraps, Desserts, Shake",307,Vasanth Nagar,77.58516878,12.98872125,https://www.zomato.com/bangalore/kaati-zone-rolls-and-wraps-vasanth-nagar-bangalore/order,200
4047,2473,Punjab Express,0.0,North Indian,1,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/punjab-express-electronic-city-bangalore/order,100
4048,2474,Juice Day,4.2,"Beverages, Shake, Juices, Sandwich, Fast Food",1130,Kalyan Nagar,77.6403368,13.0221416,https://www.zomato.com/bangalore/juice-day-kalyan-nagar-bangalore/order,75
4049,208,Shanthi Sagar,4.0,"South Indian, North Indian, Chinese, Street Food, Desserts, Shake, Beverages",19900,Ulsoor,77.6246697,12.9778793,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor/order,200
4050,2475,Swathi,3.9,"Andhra, North Indian, Chinese, Biryani",5401,Rajajinagar,77.554883,12.9882338,https://www.zomato.com/bangalore/swathi-rajajinagar/order,350
4051,2369,Basaveshwara Khanavali,4.1,South Indian,707,HSR,77.6398674,12.9092342,https://www.zomato.com/bangalore/basaveshwara-khanavali-1-hsr-bangalore/order,100
4052,2476,A M Biryani Hotel,3.6,"Kebab, Chinese, Biryani, North Indian, Fast Food",707,Bannerghatta Road,77.6041899,12.9521804,https://www.zomato.com/bangalore/a-m-biryani-hotel-bannerghatta-road-bangalore/order,150
4053,744,Basaveshwar Khanavali,3.4,"South Indian, North Indian",24,Domlur,77.6381958,12.9624669,https://www.zomato.com/bangalore/basaveshwar-khanavali-1-domlur-bangalore/order,100
4054,2477,Shree Chats Point Bangarpete Pani Puri,3.8,Street Food,644,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/shree-chats-point-bangarpete-pani-puri-indiranagar-bangalore/order,100
4055,843,Faasos - Wraps & Rolls,4.0,"Rolls, Wraps, Fast Food",732,Shanti Nagar,77.5979099,12.9575547,https://www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order,150
4056,2478,Zoey's,4.1,"Cafe, Italian, Burger, Continental, Desserts, Beverages",3626,Sarjapur Road,77.6653284,12.920441,https://www.zomato.com/bangalore/zoeys-sarjapur-road/order,300
4057,1732,Enchanté by Chai Point,0.0,"Desserts, Shake, Beverages",0,Forum Shantiniketan Mall,77.6653284,12.920441,https://www.zomato.com/bangalore/enchant%C3%A9-by-chai-point-whitefield-bangalore/order,200
4058,114,Nandhini Deluxe,4.0,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",7789,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/nandhini-deluxe-jp-nagar-bangalore/order,600
4059,782,Sharief Bhai,4.0,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",15500,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/sharief-bhai-1-koramangala-5th-block/order,500
4060,277,Cafe Coffee Day,3.8,"Cafe, Fast Food, Coffee, Beverages, Desserts",0,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/cafe-coffee-day-3-btm-bangalore/order,300
4061,2479,Biryani Pot,4.0,"Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan",57100,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/biryani-pot-btm/order,250
4062,2480,New Agarwal Bhavan,4.3,"Mithai, Street Food",207,Sanjay Nagar,77.6958748,12.9578658,https://www.zomato.com/bangalore/new-agarwal-bhavan-sanjay-nagar-bangalore/order,100
4063,2481,Basvangudi Donne Biryani,4.1,"Biryani, South Indian",79,Basavanagudi,77.5755021,12.9417261,https://www.zomato.com/bangalore/basvangudi-donne-biryani-basavanagudi-bangalore/order,200
4064,2482,Neriah,0.0,"South Indian, Healthy Food",22,Jeevan Bhima Nagar,77.6568367,12.9678074,https://www.zomato.com/bangalore/neriah-jeevan-bhima-nagar-bangalore/order,150
4065,2483,Rolls & Wraps,3.6,Rolls,20,Ejipura,77.6269144,12.945245,https://www.zomato.com/bangalore/rolls-wraps-ejipura-bangalore/order,150
4066,65,Haka,3.9,"Chinese, Momos",1100,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/haka-whitefield-bangalore/order,300
4067,469,GLOBO Ice Creams Of The World,4.1,Ice Cream,97,Rajajinagar,77.554883,12.9882338,https://www.zomato.com/bangalore/globo-ice-creams-of-the-world-rajajinagar-bangalore/order,100
4068,2484,Pass Me The Curry,4.3,"Sandwich, Burger, Rolls, Street Food",77,Ulsoor,77.6246697,12.9778793,https://www.zomato.com/bangalore/pass-me-the-curry-ulsoor-bangalore/order,200
4069,477,Chung Wah,4.0,"Chinese, Thai, Vietnamese, Sichuan",2685,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/chung-wah-3-koramangala-5th-block/order,400
4070,430,Rolls & Bowls Company,3.9,"Rolls, North Indian, Chinese, Fast Food, Sichuan",53,Sanjay Nagar,77.6958748,12.9578658,https://www.zomato.com/bangalore/rolls-bowls-company-sanjay-nagar-bangalore/order,250
4071,744,Basaveshwar Khanavali,4.0,South Indian,132,Domlur,77.6381958,12.9624669,https://www.zomato.com/bangalore/basaveshwar-khanavali-domlur-bangalore/order,150
4072,375,MOJO Pizza - 2X Toppings,4.2,"Pizza, Fast Food, Desserts, Beverages",5433,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-2-whitefield-bangalore/order,250
