,restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
1934,1384,Hotel SD Star Dum Biriyani,3.4,Biryani,432,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/hotel-sd-star-dum-biriyani-electronic-city-bangalore/order,100
1935,1385,RKR Donne Biryani,4.1,"Biryani, Chinese, North Indian",297,Rammurthy Nagar,77.64825296,12.8487599,https://www.zomato.com/bangalore/rkr-donne-biryani-rammurthy-nagar-bangalore/order,150
1936,1386,Aaradhana Kitchens,4.0,"South Indian, Chinese, Andhra, North Indian, Sichuan, Biryani",503,Nagawara,77.6209093,13.0431413,https://www.zomato.com/bangalore/aaradhana-kitchens-1-nagawara-bangalore/order,225
1937,1027,Vadilal Ice Cream,4.0,"Ice Cream, Desserts",17,Koramangala 1st Block,77.6308832,12.9275886,https://www.zomato.com/bangalore/vadilal-ice-cream-koramangala-1st-block-bangalore/order,150
1938,1387,Suchithra Biryani House,4.1,"Biryani, North Indian, Chinese, Seafood, Mughlai",3132,Old Airport Road,77.6663946,12.9583828,https://www.zomato.com/bangalore/suchithra-biryani-house-airport-road/order,350
1939,1388,Pallavi Restaurant,3.8,"North Indian, Chinese, Sichuan",3193,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/pallavi-restaurant-electronic-city-bangalore/order,200
1940,1389,Kerala Kitchen,3.5,"South Indian, North Indian, Biryani, Seafood, Kerala, Chettinad",2635,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/kerala-kitchen-2-whitefield-bangalore/order,150
1941,1390,South Idlis,3.9,"South Indian, Beverages",15400,Rajajinagar,77.554883,12.9882338,https://www.zomato.com/bangalore/south-idlis-rajajinagar/order,100
1942,1391,Meera Food Camp,0.0,"Chinese, South Indian, Street Food",13,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/meera-food-camp-btm-bangalore/order,100
1943,2,Chicking,3.8,"Fast Food, Burger, Pizza",6831,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/chicking-1-whitefield-bangalore/order,200
1944,1392,Wat-a-Burger! India Ka Burger,3.7,"Burger, Shake",15,Sanjay Nagar,77.6958748,12.9578658,https://www.zomato.com/bangalore/wat-a-burger-india-ka-burger-sanjay-nagar-bangalore/order,200
1945,1393,Rajwada Food,3.9,North Indian,4199,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/rajwada-food-marathahalli-bangalore/order,150
1946,1394,Teaholic- The Kullad Tea,0.0,"Sandwich, Fast Food, Beverages",7,Prashanti Shopping Complex,77.6984163,12.9552572,https://www.zomato.com/bangalore/teaholic-the-kullad-tea-whitefield-bangalore/order,250
1947,1395,Chicken County Restaurant,3.9,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages",2383,Bommanahalli,77.6239038,12.9089453,https://www.zomato.com/bangalore/chicken-county-restaurant-bommanahalli-bangalore/order,300
1948,259,Empire Juices And Ice Creams,4.5,"Juices, Beverages, Shake, Ice Cream",781,Brigade Road,77.6074716,12.9736132,https://www.zomato.com/bangalore/empire-juices-and-ice-creams-brigade-road-bangalore/order,100
1949,1396,Chicha's,3.5,"North Indian, Chinese",490,Shanti Nagar,77.5979099,12.9575547,https://www.zomato.com/bangalore/chichas-shanti-nagar-bangalore/order,200
1950,1397,The Pizza Bakery - Brew & Eatery,4.1,"Pizza, Pasta, Italian, Desserts, Continental, Beverages",3736,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/the-pizza-bakery-brew-eatery-indiranagar-bangalore/order,350
1951,822,Pizza @99,3.5,"Pizza, Fast Food",164,Kadubeesanahalli,77.6972484,12.942199,https://www.zomato.com/bangalore/pizza-@99-kadubeesanahalli-bangalore/order,150
1952,403,Beijing Bites,3.8,"Chinese, Thai, Seafood, Healthy Food, Sichuan",5175,Sarjapur Road,77.6653284,12.920441,https://www.zomato.com/bangalore/beijing-bites-sarjapur-road/order,400
1953,1046,Lavonne,4.1,"Cafe, Fast Food, Bakery, Beverages, Desserts",385,ITPL Main Road,77.7272748,12.9805104,https://www.zomato.com/bangalore/lavonne-1-itpl-main-road-whitefield-bangalore/order,400
1954,1398,Instacrave,0.0,"Fast Food, Chinese, North Indian",1,Orion Mall,77.7272748,12.9805104,https://www.zomato.com/bangalore/instacrave-malleshwaram-bangalore/order,250
1955,1399,Namma Ricebath,3.2,"Street Food, South Indian, Biryani",33,Basavanagudi,77.5755021,12.9417261,https://www.zomato.com/bangalore/namma-ricebath-basavanagudi-bangalore/order,100
1956,44,EasyBites by Empire,3.7,"Burger, Fast Food, Beverages",1223,Brookefield,77.7168891,12.9668213,https://www.zomato.com/bangalore/easybites-by-empire-brookefield-bangalore/order,100
1957,1400,Ruchira,3.8,"Bengali, Chinese, North Indian",865,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/ruchira-1-whitefield-bangalore/order,200
1958,1401,Eliza Momos,3.9,"Chinese, Momos, Sichuan",161,HBR Layout,77.6323597,13.0358698,https://www.zomato.com/bangalore/eliza-momos-hbr-layout-bangalore/order,150
1959,1402,Bengali Rannaghor,3.4,"North Indian, Mughlai, Bengali, Rolls, Street Food, Desserts",92,Jayanagar,77.5824229,12.9292731,https://www.zomato.com/bangalore/bengali-rannaghor-jayanagar-bangalore/order,150
1960,603,Just Bake,3.6,"Bakery, Fast Food",50,KR Puram,77.695935,13.007516,https://www.zomato.com/bangalore/just-bake-3-kr-puram-bangalore/order,50
1961,1403,District 6 Pub Brewery & Kitchen,0.0,"Finger Food, Italian, North Indian, German, Desserts",0,Malleshwaram,77.5703253,13.0027353,https://www.zomato.com/bangalore/district-6-pub-brewery-kitchen-malleshwaram-bangalore/order,1050
1962,1404,Rahhams,4.1,"Biryani, Mughlai, North Indian, Kebab, Chinese",9090,Frazer Town,77.6130165,12.996845,https://www.zomato.com/bangalore/rahhams-frazer-town-bangalore/order,375
1963,1405,Levels Pub & Kitchen,3.8,"North Indian, Chinese, Mangalorean, Mughlai, Thai, Finger Food, Beverages, Desserts",245,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/levels-pub-kitchen-jp-nagar-bangalore/order,700
1964,1376,JIANG Pure Veg,3.5,Chinese,1,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/jiang-pure-veg-indiranagar-bangalore/order,200
1965,1406,Kolkata Roll,0.0,Fast Food,1,Kaggadasapura,77.6790908,12.9846713,https://www.zomato.com/bangalore/kolkata-roll-kaggadasapura-bangalore/order,50
1966,1407,Punjabi Dhaba,3.3,"North Indian, Chinese, Mughlai",3868,Nagawara,77.6209093,13.0431413,https://www.zomato.com/bangalore/punjabi-dhaba-nagawara-bangalore/order,175
1967,1408,Asha Tiffins,4.2,South Indian,8311,Brookefield,77.7168891,12.9668213,https://www.zomato.com/bangalore/asha-tiffins-brookefield-bangalore/order,100
1968,1409,D Amrit Food Zone,3.8,"North Indian, Chinese, South Indian, Desserts",207,Anekal,77.68060438,12.799122,https://www.zomato.com/bangalore/d-amrit-food-zone-anekal-bangalore/order,200
1969,880,Kouzina Kafe - The Food Court,4.0,"Fast Food, Bakery, Desserts",169,Nagarbhavi,77.51126721,12.95961755,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-nagarbhavi-bangalore/order,200
1970,1410,Kuttanadan Restaurant,3.7,"South Indian, North Indian, Chinese, Sichuan",90,Rammurthy Nagar,77.51126721,12.95961755,https://www.zomato.com/bangalore/kuttanadan-restaurant-rammurthy-nagar-bangalore/order,150
1971,1411,Jitu Bhai Dahibara Sweets & Savouries,3.7,"South Indian, North Indian, Desserts",1594,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/jitu-bhai-dahibara-sweets-savouries-marathahalli-bangalore/order,100
1972,249,The Brooklyn Creamery - Healthy Ice Cream,3.6,Ice Cream,111,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-1-indiranagar-bangalore/order,200
1973,257,Kolkata Famous Kati Roll,4.0,Rolls,375,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-electronic-city-bangalore/order,100
1974,1412,New Biryani Mane,4.1,"Biryani, Mughlai, Chinese, North Indian, Kebab, Sichuan",7249,Uttarahalli,77.5455438,12.9055682,https://www.zomato.com/bangalore/new-biryani-mane-uttarahalli/order,250
1975,1413,Chaat Adda,0.0,"Chinese, Rolls, Street Food, Fast Food, Pizza, Shake, Beverages",0,Hebbal,77.5919,13.0382184,https://www.zomato.com/bangalore/chaat-adda-hebbal-bangalore/order,150
1976,525,Taco Bell,4.1,"Mexican, Fast Food, Wraps, Beverages",258,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/taco-bell-new-bel-road-bangalore/order,200
1977,1414,Lola,4.3,"Sandwich, Pizza, Salad, Fast Food",349,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/lola-whitefield-bangalore/order,300
1978,1415,The Hole In The Wall Cafe,4.2,"Cafe, Continental, Burger, Sandwich, Shake, Beverages, Desserts",5321,Koramangala 4th Block,77.6294052,12.9327778,https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block-bangalore/order,300
1979,1416,Sicilia Point Italian Bistro,0.0,"Pizza, Fast Food, Chinese, Sandwich",12,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/sicilia-point-italian-bistro-btm-bangalore/order,150
1980,293,Snack House,4.0,"Fast Food, Momos, Street Food",246,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/snack-house-1-electronic-city-bangalore/order,200
1981,717,Artinci - Indulge Guilt Free!,4.2,"Desserts, Ice Cream, Bakery",178,Sahakara Nagar,77.58006135,13.0621474,https://www.zomato.com/bangalore/artinci-indulge-guilt-free-sahakara-nagar-bangalore/order,150
1982,145,Chai Days,4.3,"Beverages, Fast Food, Street Food, Tea",15300,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/chai-days-indiranagar-bangalore/order,150
1983,1417,Gismat Arabic Jail Mandi Restaurant,0.0,"Arabian, Mandi, Kebab, North Indian",0,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/gismat-arabic-jail-mandi-restaurant-marathahalli-bangalore/order,600
1984,429,Chinese Wok,3.6,"Chinese, Momos, Sichuan",529,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/chinese-wok-indiranagar-bangalore/order,250
1985,1083,Paradise Biryani,3.9,"Biryani, North Indian, Kebab",3495,Hebbal,77.5919,13.0382184,https://www.zomato.com/bangalore/paradise-biryani-hebbal-bangalore/order,350
1986,1418,Nevesa Bites,0.0,"Chinese, South Indian, North Indian, Fast Food",9,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/nevesa-bites-1-marathahalli-bangalore/order,200
1987,911,Signature Wraps & Rolls By Faasos,0.0,"Rolls, Wraps",1,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/signature-wraps-rolls-by-faasos-jp-nagar-bangalore/order,250
1988,1419,Just Fresh Point,4.3,"Mithai, Street Food, Sandwich, Desserts",6147,Electronic City,77.64825296,12.8487599,https://www.zomato.com/Just-Fresh-Point-Bangalore/order,150
1989,1420,Rice And Rotti,0.0,North Indian,14,Malleshwaram,77.5703253,13.0027353,https://www.zomato.com/bangalore/rice-and-rotti-malleshwaram-bangalore/order,200
1990,1421,Snacks Garage,3.6,"Street Food, Fast Food",165,Rajarajeshwari Nagar,77.5155224,12.9274413,https://www.zomato.com/bangalore/snacks-garage-rajarajeshwari-nagar-bangalore/order,100
1991,961,Food Court By Kitchens@,3.8,"Biryani, North Indian",11700,Brookefield,77.7168891,12.9668213,https://www.zomato.com/bangalore/food-court-by-kitchens@-brookefield-bangalore/order,250
1992,919,Donne Biriyani House,4.0,"Biryani, South Indian",6630,Koramangala 7th Block,77.6134783,12.9364846,https://www.zomato.com/bangalore/donne-biriyani-house-koramangala-7th-block-bangalore/order,150
1993,1422,Aramane Donne Biryani,3.9,"Biryani, South Indian, Chinese, North Indian",8717,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/aramane-donne-biryani-jp-nagar-bangalore/order,200
1994,1259,BigBites,4.0,"Fast Food, Street Food, Momos, Pizza",30,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/bigbites-1-marathahalli-bangalore/order,250
1995,99,Express By ABs,3.7,"North Indian, Biryani, BBQ",945,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/express-by-abs-btm-bangalore/order,200
1996,1423,Self Love Cafeteria,3.7,"Momos, Chinese, North Indian, South Indian",3429,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/self-love-cafeteria-marathahalli-bangalore/order,250
1997,1424,Vijaya Sai Bhavan,0.0,"South Indian, North Indian",1,Banaswadi,77.6518539,13.0141618,https://www.zomato.com/bangalore/vijaya-sai-bhavan-banaswadi-bangalore/order,150
1998,1425,Fanoos Xpress,3.3,"Rolls, Biryani, Fast Food, Arabian",169,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/fanoos-xpress-indiranagar-bangalore/order,100
1999,116,Punjabi Unplugged,3.6,"North Indian, Chinese, Kebab, Biryani, Mughlai",1999,HSR,77.6398674,12.9092342,https://www.zomato.com/bangalore/punjabi-unplugged-hsr-bangalore/order,375
2000,431,Corner House Ice Creams,4.5,"Ice Cream, Desserts, Shake",9907,Basaveshwara Nagar,77.5394749,12.9931607,https://www.zomato.com/bangalore/corner-house-ice-creams-basaveshwara-nagar-bangalore/order,150
2001,1426,Swiss Cream,3.9,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages",534,Brookefield,77.7168891,12.9668213,https://www.zomato.com/bangalore/swiss-cream-brookefield-bangalore/order,125
2002,1427,Cake Pastries,3.9,Bakery,465,Rajajinagar,77.554883,12.9882338,https://www.zomato.com/bangalore/cake-pastries-rajajinagar-bangalore/order,100
2003,1428,Shahenshah Biryani,3.1,"Biryani, Desserts",90,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/shahenshah-biryani-marathahalli-bangalore/order,200
2004,1429,Amerikhani,4.2,"Italian, Fast Food, Burger, Continental",674,Sanjay Nagar,77.6958748,12.9578658,https://www.zomato.com/bangalore/amerikhani-sanjay-nagar-bangalore/order,300
2005,1430,Thali 99,3.5,"North Indian, Mughlai",108,RT Nagar,77.595715,13.0227204,https://www.zomato.com/bangalore/thali-99-rt-nagar-bangalore/order,300
2006,1431,Udupi Veg,4.1,"South Indian, Chinese",566,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/udupi-veg-new-bel-road-bangalore/order,100
2007,1432,DK'S Donne Biryani,4.0,"Biryani, South Indian",66,HSR,77.6398674,12.9092342,https://www.zomato.com/bangalore/dks-donne-biryani-hsr-bangalore/order,200
2008,78,KFC,3.9,"Burger, Fast Food, Biryani, Desserts, Beverages",25400,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/kfc-electronic-city/order,200
2009,724,T’s 21 Spice Biryani,4.1,"Biryani, Andhra",1221,Bannerghatta Road,77.6041899,12.9521804,https://www.zomato.com/bangalore/ts-21-spice-biryani-bannerghatta-road-bangalore/order,200
2010,1433,Purnabramha Maharashtrian Restaurant,4.1,"Maharashtrian, Beverages",2493,HSR,77.6398674,12.9092342,https://www.zomato.com/bangalore/purnabramha-maharashtrian-restaurant-hsr/order,400
2011,483,Bombay Kulfi,4.4,"Desserts, Ice Cream",968,Jayanagar,77.5824229,12.9292731,https://www.zomato.com/bangalore/bombay-kulfi-jayanagar-bangalore/order,75
2012,1434,Sukh Sagar,4.1,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Beverages",1413,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/sukh-sagar-koramangala-5th-block/order,250
2013,369,Ovenstory Pizza,4.3,"Pizza, Fast Food",3650,Jayanagar,77.5824229,12.9292731,https://www.zomato.com/bangalore/ovenstory-pizza-jayanagar-bangalore/order,300
2014,1435,Thalassery Cafe,3.7,"Fast Food, Street Food",224,Kammanahalli,77.6377094,13.0093455,https://www.zomato.com/bangalore/thalassery-cafe-1-kammanahalli-bangalore/order,100
2015,1436,Rigan Hyderabadi Bawarchi,4.0,"Biryani, North Indian, Chinese, Mughlai",845,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/rigan-hyderabadi-bawarchi-new-bel-road/order,350
2016,1437,Art Of Dum,4.3,"North Indian, Biryani, Beverages, Desserts",1090,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/art-of-dum-indiranagar-bangalore/order,600
2017,1438,Reddy's Restaurant,3.4,"North Indian, Chinese, Mughlai, Andhra, Biryani",550,Bellandur,77.6782471,12.93103185,https://www.zomato.com/bangalore/reddys-restaurant-bellandur-bangalore/order,150
2018,1439,Asha Melange,4.2,"North Indian, Chinese, Beverages, Fast Food, Desserts",92,Malleshwaram,77.5703253,13.0027353,https://www.zomato.com/bangalore/asha-melange-malleshwaram-bangalore/order,350
2019,1440,Snack Bar,3.4,"Street Food, Sandwich, Chinese, Fast Food, Rolls, Ice Cream, Desserts, Beverages",868,Vijay Nagar,77.61250656,12.96591365,https://www.zomato.com/bangalore/snack-bar-1-vijay-nagar-bangalore/order,175
2020,936,Nadan Pothichoru,3.5,"Kerala, South Indian, Beverages",1765,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/nadan-pothichoru-jp-nagar-bangalore/order,200
2021,250,Starbucks Coffee,4.0,"Cafe, Beverages, Desserts",1012,Jayanagar,77.5824229,12.9292731,https://www.zomato.com/bangalore/starbucks-coffee-jayanagar-bangalore/order,300
2022,1441,Fishing Boat - Hotel Goyal Residency,4.1,"North Indian, Mughlai, Chinese, Kebab, Mangalorean, Biryani, Beverages, Desserts",10400,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/fishing-boat-hotel-goyal-residency-electronic-city/order,450
2023,1442,Kava - Fairfield By Marriott,3.5,"North Indian, South Indian, Continental",85,Fairfield by Marriott,77.64825296,12.8487599,https://www.zomato.com/bangalore/kava-fairfield-by-marriott-rajajinagar-bangalore/order,1250
2024,201,Paratha Box by EatFit,4.1,"North Indian, Desserts, Beverages",56,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/paratha-box-by-eatfit-indiranagar-bangalore/order,150
2025,1443,Udupi Kai Ruchi,3.8,"South Indian, Chinese, Street Food, North Indian, Beverages",87,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/udupi-kai-ruchi-jp-nagar-bangalore/order,175
2026,1444,No Sugar Please,4.3,"Juices, Salad, Healthy Food",40,Domlur,77.6381958,12.9624669,https://www.zomato.com/bangalore/no-sugar-please-domlur-bangalore/order,200
2027,1445,Fruitify,3.7,"Sandwich, Fast Food, Ice Cream, Desserts, Beverages",162,1 MG Road Mall,77.62036874,12.97342505,https://www.zomato.com/bangalore/fruitify-electronic-city-bangalore/order,175
2028,651,Bowl Soul,3.4,"Fast Food, Beverages",19,Banashankari,77.59445195,12.96528325,https://www.zomato.com/bangalore/bowl-soul-banashankari-bangalore/order,300
2029,1446,Go Native,4.3,"Healthy Food, South Indian, Fast Food, North Indian, Beverages, Desserts",246,Whitefield,77.7497448,12.9696365,https://www.zomato.com/bangalore/go-native-whitefield-bangalore/order,500
2030,1447,Odians,3.6,"North Indian, Chinese, Odia, Sichuan",6745,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/odians-marathahalli-bangalore/order,250
2031,71,California Burrito,4.3,"Mexican, Fast Food, Beverages",8362,Koramangala 5th Block,77.6189768,12.9348429,https://www.zomato.com/bangalore/california-burrito-1-koramangala-5th-block-bangalore/order,150
2032,27,Potful - Claypot Biryanis,4.2,"Biryani, Kebab, Mughlai, North Indian, Desserts, Beverages",6226,New BEL Road,77.564105,13.0393922,https://www.zomato.com/bangalore/potful-claypot-biryanis-new-bel-road-bangalore/order,350
2033,48,Biryani Trip - Destination Hyderabad,4.0,"Biryani, Mughlai, Hyderabadi",2728,Sarjapur Road,77.6653284,12.920441,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-sarjapur-road-bangalore/order,300
2034,787,Paris Panini - Gourmet Sandwiches,4.1,"French, Continental, Sandwich, Desserts, Beverages",150,Rajajinagar,77.554883,12.9882338,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-rajajinagar-bangalore/order,300
2035,1448,The Blue Bawarchi,3.1,"Chinese, North Indian, Bengali, Odia, Sichuan",2927,Nagawara,77.6209093,13.0431413,https://www.zomato.com/bangalore/the-blue-bawarchi-nagawara-bangalore/order,150
2036,1449,Night Food Junction,0.0,"North Indian, Chinese",11,HBR Layout,77.6323597,13.0358698,https://www.zomato.com/bangalore/night-food-junction-hbr-layout-bangalore/order,150
2037,1450,Mr Sweets,0.0,"Mithai, Street Food",13,RT Nagar,77.595715,13.0227204,https://www.zomato.com/bangalore/mr-sweets-rt-nagar-bangalore/order,50
2038,1451,God Of Tandoors,3.5,"North Indian, Biryani, Mughlai, Fast Food, Kebab, Desserts",1379,Kadubeesanahalli,77.6972484,12.942199,https://www.zomato.com/bangalore/god-of-tandoors-kadubeesanahalli-bangalore/order,150
2039,1452,Vinaya Royal Inn,3.9,"Chinese, North Indian, Healthy Food, Italian, Mughlai, Desserts, Beverages",543,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/vinaya-royal-inn-electronic-city/order,400
2040,628,Asha Sweet Center,4.4,Mithai,689,Basavanagudi,77.5755021,12.9417261,https://www.zomato.com/bangalore/asha-sweet-center-basavanagudi-bangalore/order,125
2041,1453,Sri Raghavendra Davanagere Benne Dose Hotel,3.6,South Indian,9781,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/sri-raghavendra-davanagere-benne-dose-hotel-jp-nagar/order,100
2042,1178,Grow Fit,4.0,"Healthy Food, Desserts, Beverages",1180,JP Nagar,77.5782713,12.9072515,https://www.zomato.com/bangalore/grow-fit-jp-nagar-bangalore/order,250
2043,133,Donne Biryani House,4.1,"Biryani, South Indian",7222,Malleshwaram,77.5703253,13.0027353,https://www.zomato.com/bangalore/donne-biryani-house-malleshwaram/order,150
2044,605,FB Café By Frozen Bottle,3.9,Desserts,22,Kaggadasapura,77.6790908,12.9846713,https://www.zomato.com/bangalore/fb-caf%C3%A9-by-frozen-bottle-kaggadasapura-bangalore/order,250
2045,1454,Craving O Clock,4.3,"Burger, Sandwich, Wraps, Street Food, Fast Food, Shake",2805,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/craving-o-clock-btm-bangalore/order,225
2046,1455,New Gfc Gowdas Biriyani,3.7,"Biryani, South Indian",61,Brookefield,77.7168891,12.9668213,https://www.zomato.com/bangalore/new-gfc-gowdas-biriyani-brookefield-bangalore/order,125
2047,1456,Nazrana Biryani,0.0,"Biryani, Chinese, Momos, Fast Food, North Indian, Seafood",5,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/nazrana-biryani-electronic-city-bangalore/order,300
2048,1457,Pizza King,4.0,"Pizza, Fast Food",96,RT Nagar,77.595715,13.0227204,https://www.zomato.com/bangalore/pizza-king-rt-nagar-bangalore/order,350
2049,1458,Dande's Hyderabadi Biryani,3.8,"Andhra, Biryani, North Indian, Chinese",1132,Banashankari,77.59445195,12.96528325,https://www.zomato.com/bangalore/dandes-hyderabadi-biryani-banashankari-bangalore/order,150
2050,78,KFC,3.9,"Burger, Fast Food, Biryani, Desserts, Beverages",14300,Kammanahalli,77.6377094,13.0093455,https://www.zomato.com/bangalore/kfc-kammanahalli/order,200
2051,1459,Chakna,4.0,"Sandwich, Street Food, Desserts, Beverages, Shake",240,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/chakna-btm-bangalore/order,100
2052,1460,Paddu Corner,3.5,South Indian,89,Banaswadi,77.6518539,13.0141618,https://www.zomato.com/bangalore/paddu-corner-banaswadi-bangalore/order,50
2053,369,Ovenstory Pizza,3.6,"Pizza, Fast Food",3463,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/ovenstory-pizza-2-marathahalli/order,300
2054,1461,Utsav,4.3,"North Indian, Street Food, Chinese",224,Banashankari,77.59445195,12.96528325,https://www.zomato.com/bangalore/utsav-banashankari/order,175
2055,726,LunchBox - Meals and Thalis,3.8,North Indian,661,Rajajinagar,77.554883,12.9882338,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-rajajinagar-bangalore/order,200
2056,245,Bombay 2 Delhi,3.7,"Maharashtrian, Street Food, Beverages",38,HSR,77.6398674,12.9092342,https://www.zomato.com/bangalore/bombay-2-delhi-hsr-bangalore/order,100
2057,1462,Hokart - Little Chinese Fresh Hot Momos,0.0,Chinese,11,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/hokart-little-chinese-fresh-hot-momos-btm-bangalore/order,100
2058,1463,AVS Food Products,0.0,"Mithai, Street Food",0,Kalyan Nagar,77.6403368,13.0221416,https://www.zomato.com/bangalore/avs-food-products-kalyan-nagar-bangalore/order,200
2059,45,Kanti Sweets,4.3,"Mithai, Street Food",2800,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/kanti-sweets-marathahalli-bangalore/order,200
2060,1464,SLV Ragigudda,4.0,"South Indian, North Indian, Chinese, Street Food",1661,Jayanagar,77.5824229,12.9292731,https://www.zomato.com/bangalore/slv-ragigudda-jayanagar-bangalore/order,200
2061,1465,Today Coffee,4.1,South Indian,13200,Electronic City,77.64825296,12.8487599,https://www.zomato.com/bangalore/today-coffee-electronic-city-bangalore/order,50
2062,1466,Pizza House,0.0,"Burger, Pizza, Street Food, Fast Food, Shake, Beverages, Ice Cream",8,Frazer Town,77.6130165,12.996845,https://www.zomato.com/bangalore/pizza-house-frazer-town-bangalore/order,200
2063,1467,Amontron,3.7,"Bengali, Street Food",11700,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/amontron-btm/order,200
2064,963,Shanmukha,3.9,"Biryani, Andhra, North Indian, Chinese, Seafood",40000,Marathahalli,77.6984163,12.9552572,https://www.zomato.com/bangalore/shanmukha-marathahalli/order,350
2065,250,Starbucks Coffee,4.1,"Cafe, Beverages, Desserts",903,Kalyan Nagar,77.6403368,13.0221416,https://www.zomato.com/bangalore/starbucks-coffee-kalyan-nagar-bangalore/order,300
2066,1364,VV Biryanis,3.2,"Biryani, North Indian, Chinese, Street Food, Beverages, South Indian",96,BTM,77.60456543,12.91127585,https://www.zomato.com/bangalore/vv-biryanis-btm-bangalore/order,100
2067,1,Itminaan Matka Biryani - Slow Cooked,3.6,"Biryani, North Indian, Desserts",502,Koramangala 6th Block,77.6238477,12.9390255,https://www.zomato.com/bangalore/itminaan-matka-biryani-slow-cooked-koramangala-6th-block-bangalore/order,250
2068,164,Behrouz Biryani,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",3888,Indiranagar,77.6404672,12.9732913,https://www.zomato.com/bangalore/behrouz-biryani-indiranagar-bangalore/order,500
2069,23,Lassi Shop,4.3,"Beverages, Juices, Ice Cream",273,Nagarbhavi,77.51126721,12.95961755,https://www.zomato.com/bangalore/lassi-shop-1-nagarbhavi-bangalore/order,150
2070,646,GOPIZZA,3.8,"Pizza, Fast Food",53,Vega City,77.60114314,12.90748805,https://www.zomato.com/bangalore/gopizza-btm-bangalore/order,250
2071,1468,Hotel Kandhasamy,3.9,"Seafood, Biryani, South Indian, Chettinad",1310,Kalyan Nagar,77.6403368,13.0221416,https://www.zomato.com/bangalore/hotel-kandhasamy-kalyan-nagar-bangalore/order,450
